date,iso3,country,country_wgc,region_group,economic_group,source,gold_reserves_usd_mn,gold_reserves_usd_pct_change,total_reserves_usd_mn,total_reserves_usd_pct_change,fx_reserves_usd_mn,fx_reserves_usd_pct_change,gold_reserves_tonnes,gold_reserves_tonnes_pct_change,gold_holdings_pct,gold_holdings_pct_change
2000-12-31,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,27.45,0.29,235.46,-5.96,208.01,-6.73,3.11,0.0,11.66,6.65
2001-03-31,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,25.77,-6.1,255.67,8.59,229.9,10.52,3.11,0.0,10.08,-13.53
2001-06-30,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,27.06,5.01,283.24,10.78,256.18,11.43,3.11,0.0,9.55,-5.22
2001-09-30,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,29.31,8.31,309.74,9.36,280.43,9.47,3.11,0.0,9.46,-0.95
2001-12-31,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,27.65,-5.66,321.36,3.75,293.71,4.74,3.11,0.0,8.6,-9.07
2002-03-31,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,30.14,9.01,349.3,8.69,319.16,8.67,3.11,0.0,8.63,0.29
2002-06-30,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,31.85,5.67,344.98,-1.24,313.13,-1.89,3.11,0.0,9.23,7.0
2002-09-30,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,32.37,1.63,335.66,-2.7,303.29,-3.14,3.11,0.0,9.64,4.46
2002-12-31,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,34.72,7.26,374.45,11.56,339.73,12.02,3.11,0.0,9.27,-3.85
2003-03-31,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,33.49,-3.56,434.68,16.08,401.19,18.09,3.11,0.0,7.7,-16.92
2003-06-30,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,34.6,3.33,343.24,-21.04,308.64,-23.07,3.11,0.0,10.08,30.86
2003-09-30,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,38.8,12.14,324.98,-5.32,286.18,-7.28,3.11,0.0,11.94,18.44
2003-12-31,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,41.63,7.28,336.85,3.65,295.22,3.16,3.11,0.0,12.36,3.5
2004-03-31,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,42.37,1.79,349.99,3.9,307.62,4.2,3.11,0.0,12.11,-2.03
2004-06-30,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,39.58,-6.58,390.79,11.66,351.21,14.17,3.11,0.0,10.13,-16.34
2004-09-30,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,41.57,5.02,375.97,-3.79,334.41,-4.78,3.11,0.0,11.06,9.15
2004-12-31,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,43.56,4.8,338.98,-9.84,295.42,-11.66,3.11,0.0,12.85,16.24
2005-03-31,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,42.75,-1.86,388.97,14.75,346.22,17.19,3.11,0.0,10.99,-14.47
2005-06-30,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,43.71,2.25,381.57,-1.9,337.86,-2.41,3.11,0.0,11.46,4.23
2005-09-30,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,47.33,8.27,380.68,-0.23,333.36,-1.33,3.11,0.0,12.43,8.52
2005-12-31,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,51.3,8.4,324.81,-14.68,273.51,-17.95,3.11,0.0,15.79,27.05
2006-03-31,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,58.2,13.45,360.03,10.84,301.83,10.35,3.11,0.0,16.17,2.35
2006-06-30,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,61.35,5.41,346.12,-3.86,284.77,-5.65,3.11,0.0,17.72,9.65
2006-09-30,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,59.93,-2.32,386.42,11.64,326.5,14.65,3.11,0.0,15.51,-12.51
2006-12-31,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,63.2,5.47,401.02,3.78,337.82,3.47,3.11,0.0,15.76,1.63
2007-03-31,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,66.18,4.71,402.1,0.27,335.93,-0.56,3.11,0.0,16.46,4.43
2007-06-30,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,65.05,-1.7,413.16,2.75,348.11,3.63,3.11,0.0,15.74,-4.33
2007-09-30,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,74.3,14.22,393.87,-4.67,319.57,-8.2,3.11,0.0,18.86,19.81
2007-12-31,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,83.38,12.21,455.46,15.64,372.08,16.43,3.11,0.0,18.31,-2.96
2008-03-31,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,93.35,11.96,523.63,14.97,430.28,15.64,3.11,0.0,17.83,-2.61
2008-06-30,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,93.03,-0.35,528.19,0.87,435.17,1.14,3.11,0.0,17.61,-1.21
2008-09-30,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,88.45,-4.92,564.17,6.81,475.72,9.32,3.11,0.0,15.68,-10.98
2008-12-31,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,86.98,-1.67,691.87,22.64,604.9,27.15,3.11,0.0,12.57,-19.82
2009-03-31,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,91.65,5.38,760.35,9.9,668.7,10.55,3.11,0.0,12.05,-4.11
2009-06-30,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,93.45,1.96,670.5,-11.82,577.05,-13.71,3.11,0.0,13.94,15.63
2009-09-30,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,99.58,6.55,652.24,-2.72,552.66,-4.23,3.11,0.0,15.27,9.54
2009-12-31,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,108.75,9.21,686.97,5.33,578.22,4.62,3.11,0.0,15.83,3.69
2010-03-31,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,111.55,2.57,712.61,3.73,601.06,3.95,3.11,0.0,15.65,-1.12
2010-06-30,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,124.4,11.52,782.12,9.75,657.72,9.43,3.11,0.0,15.91,1.61
2010-09-30,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,130.7,5.06,750.62,-4.03,619.92,-5.75,3.11,0.0,17.41,9.47
2010-12-31,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,140.55,7.54,708.71,-5.58,568.16,-8.35,3.11,0.0,19.83,13.9
2011-03-31,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,143.9,2.38,683.14,-3.61,539.24,-5.09,3.11,0.0,21.06,6.22
2011-06-30,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,150.55,4.62,745.68,9.15,595.13,10.36,3.11,0.0,20.19,-4.15
2011-09-30,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,162.0,7.61,701.5,-5.92,539.5,-9.35,3.11,0.0,23.09,14.38
2011-12-31,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,153.1,-5.49,689.78,-1.67,536.68,-0.52,3.11,0.0,22.2,-3.89
2012-03-31,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,166.25,8.59,721.38,4.58,555.13,3.44,3.11,0.0,23.05,3.83
2012-06-30,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,159.85,-3.85,660.33,-8.46,500.48,-9.84,3.11,0.0,24.21,5.04
2012-09-30,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,177.6,11.1,885.0,34.02,707.4,41.34,3.11,0.0,20.07,-17.1
2012-12-31,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,165.75,-6.67,767.97,-13.22,602.22,-14.87,3.11,0.0,21.58,7.55
2013-03-31,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,159.83,-3.57,766.85,-0.15,607.02,0.8,3.11,0.0,20.84,-3.43
2013-06-30,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,119.2,-25.42,699.57,-8.77,580.37,-4.39,3.11,0.0,17.04,-18.25
2013-09-30,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,132.65,11.28,751.17,7.38,618.52,6.57,3.11,0.0,17.66,3.64
2013-12-31,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,120.45,-9.2,653.17,-13.05,532.72,-13.87,3.11,0.0,18.44,4.43
2014-03-31,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,129.18,7.24,681.06,4.27,551.88,3.6,3.11,0.0,18.97,2.85
2014-06-30,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,131.5,1.8,679.28,-0.26,547.78,-0.74,3.11,0.0,19.36,2.07
2014-09-30,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,121.65,-7.49,626.17,-7.82,504.52,-7.9,3.11,0.0,19.43,0.36
2014-12-31,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,120.6,-0.86,680.35,8.65,559.75,10.95,3.11,0.0,17.73,-8.76
2015-03-31,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,118.7,-1.58,692.64,1.81,573.94,2.53,3.11,0.0,17.14,-3.32
2015-06-30,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,117.1,-1.35,751.21,8.46,634.11,10.48,3.11,0.0,15.59,-9.04
2015-09-30,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,111.4,-4.87,801.45,6.69,690.05,8.82,3.11,0.0,13.9,-10.83
2015-12-31,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,106.0,-4.85,815.8,1.79,709.8,2.86,3.11,0.0,12.99,-6.52
2016-03-31,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,123.7,16.7,877.68,7.59,753.98,6.22,3.11,0.0,14.09,8.47
2016-06-30,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,132.08,6.77,985.31,12.26,853.23,13.16,3.11,0.0,13.4,-4.89
2016-09-30,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,132.25,0.13,968.1,-1.75,835.85,-2.04,3.11,0.0,13.66,1.91
2016-12-31,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,114.59,-13.35,922.55,-4.7,807.96,-3.34,3.11,0.0,12.42,-9.08
2017-03-31,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,124.49,8.64,920.75,-0.2,796.26,-1.45,3.11,0.0,13.52,8.85
2017-06-30,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,124.23,-0.21,938.23,1.9,814.0,2.23,3.11,0.0,13.24,-2.07
2017-09-30,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,128.31,3.29,894.45,-4.67,766.14,-5.88,3.11,0.0,14.35,8.34
2017-12-31,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,129.1,0.62,906.56,1.35,777.46,1.48,3.11,0.0,14.24,-0.73
2018-03-31,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,132.39,2.54,955.22,5.37,822.83,5.84,3.11,0.0,13.86,-2.68
2018-06-30,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,125.05,-5.54,929.32,-2.71,804.28,-2.25,3.11,0.0,13.46,-2.91
2018-09-30,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,118.73,-5.05,936.43,0.77,817.71,1.67,3.11,0.0,12.68,-5.78
2018-12-31,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,127.9,7.73,979.98,4.65,852.08,4.2,3.11,0.0,13.05,2.94
2019-03-31,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,129.54,1.28,1050.49,7.2,920.95,8.08,3.11,0.0,12.33,-5.52
2019-06-30,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,140.9,8.77,1023.17,-2.6,882.27,-4.2,3.11,0.0,13.77,11.67
2019-09-30,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,148.53,5.42,1002.15,-2.05,853.62,-3.25,3.11,0.0,14.82,7.63
2019-12-31,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,151.48,1.98,981.48,-2.06,830.0,-2.77,3.11,0.0,15.43,4.13
2020-03-31,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,160.9,6.22,1027.35,4.67,866.45,4.39,3.11,0.0,15.66,1.48
2020-06-30,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,176.81,9.89,1201.54,16.96,1024.73,18.27,3.11,0.0,14.72,-6.04
2020-09-30,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,188.69,6.72,1204.39,0.24,1015.7,-0.88,3.11,0.0,15.67,6.47
2020-12-31,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,188.76,0.04,1212.23,0.65,1023.47,0.77,3.11,0.0,15.57,-0.61
2021-03-31,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,169.11,-10.41,1164.52,-3.94,995.42,-2.74,3.11,0.0,14.52,-6.74
2021-06-30,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,176.32,4.26,1278.4,9.78,1102.09,10.72,3.11,0.0,13.79,-5.02
2021-09-30,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,174.28,-1.15,1401.06,9.59,1226.78,11.31,3.11,0.0,12.44,-9.81
2021-12-31,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,180.59,3.62,1511.54,7.89,1330.95,8.49,3.11,0.0,11.95,-3.96
2022-03-31,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,194.22,7.55,1689.96,11.8,1495.74,12.38,3.11,0.0,11.49,-3.81
2022-06-30,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,181.7,-6.44,1633.94,-3.31,1452.24,-2.91,3.11,0.0,11.12,-3.24
2022-09-30,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,167.18,-7.99,1513.58,-7.37,1346.41,-7.29,3.11,0.0,11.04,-0.68
2022-12-31,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,181.38,8.49,1544.08,2.01,1362.71,1.21,3.11,0.0,11.75,6.35
2023-03-31,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,197.97,9.15,1539.17,-0.32,1341.2,-1.58,3.11,0.0,12.86,9.5
2023-06-30,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,191.23,-3.41,1498.42,-2.65,1307.19,-2.54,3.11,0.0,12.76,-0.78
2023-09-30,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,187.05,-2.18,1417.93,-5.37,1230.88,-5.84,3.11,0.0,13.19,3.37
2023-12-31,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,207.84,11.11,1469.75,3.66,1261.91,2.52,3.11,0.0,14.14,7.2
2024-03-31,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,221.44,6.54,1549.57,5.43,1328.13,5.25,3.11,0.0,14.29,1.05
2024-06-30,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,233.09,5.26,1681.14,8.49,1448.05,9.03,3.11,0.0,13.86,-2.98
2024-09-30,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,263.0,12.83,1901.71,13.12,1638.71,13.17,3.11,0.0,13.83,-0.26
2024-12-31,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,260.91,-0.79,1902.25,0.03,1641.34,0.16,3.11,0.0,13.72,-0.82
2025-03-31,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,311.51,19.39,2085.68,9.64,1774.17,8.09,3.11,0.0,14.94,8.89
2025-06-30,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,328.75,5.53,2199.49,5.46,1870.74,5.44,3.11,0.0,14.95,0.07
2025-09-30,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,382.53,16.36,2104.68,-4.31,1722.15,-7.94,3.11,0.0,18.18,21.6
2025-12-31,ABW,Aruba,"Aruba, Kingdom of the Netherlands",Latin America & Caribbean,high_income,wgc_fsapi:cbd_v11:quarterly,436.78,14.18,2231.43,6.02,1794.65,4.21,3.11,0.0,19.57,7.7
2008-09-30,AFG,Afghanistan,"Afghanistan, Islamic Rep. of",Central Asia,low_income,wgc_fsapi:cbd_v11:quarterly,621.81,,72246.21,,71624.4,,21.87,,0.86,
2008-12-31,AFG,Afghanistan,"Afghanistan, Islamic Rep. of",Central Asia,low_income,wgc_fsapi:cbd_v11:quarterly,611.44,-1.67,76218.29,5.5,75606.85,5.56,21.87,0.0,0.8,-6.79
2009-03-31,AFG,Afghanistan,"Afghanistan, Islamic Rep. of",Central Asia,low_income,wgc_fsapi:cbd_v11:quarterly,644.3,5.38,92090.91,20.83,91446.61,20.95,21.87,0.0,0.7,-12.79
2009-06-30,AFG,Afghanistan,"Afghanistan, Islamic Rep. of",Central Asia,low_income,wgc_fsapi:cbd_v11:quarterly,656.96,1.96,88284.04,-4.13,87627.08,-4.18,21.87,0.0,0.74,6.36
2009-09-30,AFG,Afghanistan,"Afghanistan, Islamic Rep. of",Central Asia,low_income,wgc_fsapi:cbd_v11:quarterly,700.02,6.55,105612.2,19.63,104912.18,19.73,21.87,0.0,0.66,-10.93
2009-12-31,AFG,Afghanistan,"Afghanistan, Islamic Rep. of",Central Asia,low_income,wgc_fsapi:cbd_v11:quarterly,764.52,9.21,109668.47,3.84,108903.95,3.8,21.87,0.0,0.7,5.17
2010-03-31,AFG,Afghanistan,"Afghanistan, Islamic Rep. of",Central Asia,low_income,wgc_fsapi:cbd_v11:quarterly,784.2,2.57,111354.01,1.54,110569.81,1.53,21.87,0.0,0.7,1.02
2010-06-30,AFG,Afghanistan,"Afghanistan, Islamic Rep. of",Central Asia,low_income,wgc_fsapi:cbd_v11:quarterly,874.54,11.52,118436.68,6.36,117562.14,6.32,21.87,0.0,0.74,4.85
2010-09-30,AFG,Afghanistan,"Afghanistan, Islamic Rep. of",Central Asia,low_income,wgc_fsapi:cbd_v11:quarterly,918.83,5.06,122094.8,3.09,121175.97,3.07,21.87,0.0,0.75,1.92
2010-12-31,AFG,Afghanistan,"Afghanistan, Islamic Rep. of",Central Asia,low_income,wgc_fsapi:cbd_v11:quarterly,988.07,7.54,130824.39,7.15,129836.31,7.15,21.87,0.0,0.76,0.36
2011-03-31,AFG,Afghanistan,"Afghanistan, Islamic Rep. of",Central Asia,low_income,wgc_fsapi:cbd_v11:quarterly,1011.62,2.38,142483.14,8.91,141471.52,8.96,21.87,0.0,0.71,-5.99
2011-06-30,AFG,Afghanistan,"Afghanistan, Islamic Rep. of",Central Asia,low_income,wgc_fsapi:cbd_v11:quarterly,1058.37,4.62,156253.72,9.66,155195.35,9.7,21.87,0.0,0.68,-4.6
2011-09-30,AFG,Afghanistan,"Afghanistan, Islamic Rep. of",Central Asia,low_income,wgc_fsapi:cbd_v11:quarterly,1138.87,7.61,157867.39,1.03,156728.52,0.99,21.87,0.0,0.72,6.51
2011-12-31,AFG,Afghanistan,"Afghanistan, Islamic Rep. of",Central Asia,low_income,wgc_fsapi:cbd_v11:quarterly,1076.3,-5.49,164938.74,4.48,163862.44,4.55,21.87,0.0,0.65,-9.55
2012-03-31,AFG,Afghanistan,"Afghanistan, Islamic Rep. of",Central Asia,low_income,wgc_fsapi:cbd_v11:quarterly,1168.75,8.59,165710.84,0.47,164542.09,0.41,21.87,0.0,0.71,8.08
2012-06-30,AFG,Afghanistan,"Afghanistan, Islamic Rep. of",Central Asia,low_income,wgc_fsapi:cbd_v11:quarterly,1123.75,-3.85,173223.15,4.53,172099.4,4.59,21.87,0.0,0.65,-8.02
2012-09-30,AFG,Afghanistan,"Afghanistan, Islamic Rep. of",Central Asia,low_income,wgc_fsapi:cbd_v11:quarterly,1248.54,11.1,181222.75,4.62,179974.21,4.58,21.87,0.0,0.69,6.2
2012-12-31,AFG,Afghanistan,"Afghanistan, Islamic Rep. of",Central Asia,low_income,wgc_fsapi:cbd_v11:quarterly,1165.23,-6.67,187240.44,3.32,186075.21,3.39,21.87,0.0,0.62,-9.67
2013-03-31,AFG,Afghanistan,"Afghanistan, Islamic Rep. of",Central Asia,low_income,wgc_fsapi:cbd_v11:quarterly,1123.58,-3.57,180964.0,-3.35,179840.42,-3.35,21.87,0.0,0.62,-0.23
2013-06-30,AFG,Afghanistan,"Afghanistan, Islamic Rep. of",Central Asia,low_income,wgc_fsapi:cbd_v11:quarterly,837.98,-25.42,187119.7,3.4,186281.72,3.58,21.87,0.0,0.45,-27.87
2013-09-30,AFG,Afghanistan,"Afghanistan, Islamic Rep. of",Central Asia,low_income,wgc_fsapi:cbd_v11:quarterly,932.54,11.28,199810.28,6.78,198877.75,6.76,21.87,0.0,0.47,4.22
2013-12-31,AFG,Afghanistan,"Afghanistan, Islamic Rep. of",Central Asia,low_income,wgc_fsapi:cbd_v11:quarterly,846.77,-9.2,201211.71,0.7,200364.94,0.75,21.87,0.0,0.42,-9.83
