date,country,iso3,region_group,economic_group,value,source
2000-12-31,Albania,ALB,Central and Eastern Europe,upper_middle_income,4.74,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Algeria,DZA,Middle East & North Africa,upper_middle_income,11.3,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Argentina,ARG,Latin America & Caribbean,upper_middle_income,0.02,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Armenia,ARM,Central and Eastern Europe,upper_middle_income,3.9,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Aruba,ABW,Latin America & Caribbean,high_income,11.66,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Australia,AUS,Australasia / Oceania,high_income,3.74,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Austria,AUT,Western Europe,high_income,18.87,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Azerbaijan,AZE,Central and Eastern Europe,upper_middle_income,0.0,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Bahrain,BHR,Middle East & North Africa,high_income,2.56,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Bangladesh,BGD,South Asia,lower_middle_income,1.97,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Belgium,BEL,Western Europe,high_income,18.56,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Bolivia,BOL,Latin America & Caribbean,lower_middle_income,21.76,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Bosnia and Herzegovina,BIH,Central and Eastern Europe,upper_middle_income,0.0,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Brazil,BRA,Latin America & Caribbean,upper_middle_income,1.76,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Bulgaria,BGR,Central and Eastern Europe,high_income,10.04,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Burundi,BDI,Sub-Saharan Africa,low_income,12.56,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Cambodia,KHM,South East Asia,lower_middle_income,17.95,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Cameroon,CMR,Sub-Saharan Africa,lower_middle_income,3.73,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Canada,CAN,North America,high_income,1.0,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Chad,TCD,Sub-Saharan Africa,low_income,2.68,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Chile,CHL,Latin America & Caribbean,high_income,0.13,wgc_fsapi:cbd_v11:quarterly
2000-12-31,China,CHN,East Asia,upper_middle_income,2.03,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Colombia,COL,Latin America & Caribbean,upper_middle_income,1.0,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Comoros,COM,Sub-Saharan Africa,lower_middle_income,0.37,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Congo,COG,Sub-Saharan Africa,lower_middle_income,1.36,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Costa Rica,CRI,Latin America & Caribbean,high_income,0.04,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Croatia,HRV,Central and Eastern Europe,high_income,0.0,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Cyprus,CYP,Western Europe,high_income,6.82,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Czech Republic,CZE,Central and Eastern Europe,high_income,0.93,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Denmark,DNK,Western Europe,high_income,3.74,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Dominican Republic,DOM,Latin America & Caribbean,upper_middle_income,0.78,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Ecuador,ECU,Latin America & Caribbean,upper_middle_income,19.68,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Egypt,EGY,Middle East & North Africa,lower_middle_income,4.84,wgc_fsapi:cbd_v11:quarterly
2000-12-31,El Salvador,SLV,Latin America & Caribbean,lower_middle_income,6.77,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Eritrea,ERI,Sub-Saharan Africa,low_income,29.38,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Estonia,EST,Western Europe,high_income,0.24,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Fiji,FJI,Australasia / Oceania,upper_middle_income,0.05,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Finland,FIN,Western Europe,high_income,5.15,wgc_fsapi:cbd_v11:quarterly
2000-12-31,France,FRA,Western Europe,high_income,41.88,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Gabon,GAB,Sub-Saharan Africa,upper_middle_income,1.82,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Germany,DEU,Western Europe,high_income,34.98,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Ghana,GHA,Sub-Saharan Africa,lower_middle_income,24.88,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Greece,GRC,Western Europe,high_income,8.01,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Guatemala,GTM,Latin America & Caribbean,upper_middle_income,3.28,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Haiti,HTI,Latin America & Caribbean,low_income,0.2,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Honduras,HND,Latin America & Caribbean,lower_middle_income,0.45,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Hong Kong SAR,HKG,East Asia,high_income,0.02,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Hungary,HUN,Central and Eastern Europe,high_income,0.25,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Iceland,ISL,Western Europe,high_income,4.0,wgc_fsapi:cbd_v11:quarterly
2000-12-31,India,IND,South Asia,lower_middle_income,7.69,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Indonesia,IDN,South East Asia,upper_middle_income,2.9,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Ireland,IRL,Western Europe,high_income,0.89,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Italy,ITA,Western Europe,high_income,45.83,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Japan,JPN,East Asia,high_income,1.86,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Jordan,JOR,Middle East & North Africa,upper_middle_income,3.2,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Kazakhstan,KAZ,Central Asia,upper_middle_income,24.05,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Kenya,KEN,Sub-Saharan Africa,lower_middle_income,0.01,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Kuwait,KWT,Middle East & North Africa,high_income,8.96,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Kyrgyzstan,KGZ,Central Asia,lower_middle_income,8.71,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Lao PDR,LAO,South East Asia,lower_middle_income,3.21,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Latvia,LVA,Western Europe,high_income,7.43,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Lebanon,LBN,Middle East & North Africa,lower_middle_income,29.87,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Libya,LBY,Middle East & North Africa,upper_middle_income,9.24,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Lithuania,LTU,Western Europe,high_income,3.75,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Luxembourg,LUX,Western Europe,high_income,21.4,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Malawi,MWI,Sub-Saharan Africa,low_income,1.43,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Malaysia,MYS,South East Asia,upper_middle_income,1.12,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Malta,MLT,Western Europe,high_income,0.07,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Mauritania,MRT,Middle East & North Africa,lower_middle_income,6.39,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Mauritius,MUS,Sub-Saharan Africa,high_income,1.85,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Mexico,MEX,Latin America & Caribbean,upper_middle_income,0.19,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Mongolia,MNG,East Asia,lower_middle_income,11.53,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Morocco,MAR,Middle East & North Africa,lower_middle_income,3.86,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Mozambique,MOZ,Sub-Saharan Africa,low_income,2.58,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Nepal,NPL,South Asia,lower_middle_income,4.25,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Netherlands,NLD,Western Europe,high_income,45.49,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Nicaragua,NIC,Latin America & Caribbean,lower_middle_income,0.82,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Nigeria,NGA,Sub-Saharan Africa,lower_middle_income,1.87,wgc_fsapi:cbd_v11:quarterly
2000-12-31,North Macedonia,MKD,Central and Eastern Europe,upper_middle_income,6.7,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Norway,NOR,Western Europe,high_income,1.16,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Oman,OMN,Middle East & North Africa,high_income,3.24,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Pakistan,PAK,South Asia,lower_middle_income,27.49,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Papua New Guinea,PNG,South East Asia,lower_middle_income,5.68,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Paraguay,PRY,Latin America & Caribbean,upper_middle_income,1.24,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Peru,PER,Latin America & Caribbean,upper_middle_income,3.48,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Philippines,PHL,South East Asia,lower_middle_income,13.16,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Poland,POL,Central and Eastern Europe,high_income,3.3,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Portugal,PRT,Western Europe,high_income,37.54,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Qatar,QAT,Middle East & North Africa,high_income,0.45,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Romania,ROU,Central and Eastern Europe,high_income,27.27,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Russian Federation,RUS,Central and Eastern Europe,high_income,12.26,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Saudi Arabia,SAU,Middle East & North Africa,high_income,6.05,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Singapore,SGP,South East Asia,high_income,1.39,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Slovakia,SVK,Central and Eastern Europe,high_income,8.09,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Slovenia,SVN,Central and Eastern Europe,high_income,0.0,wgc_fsapi:cbd_v11:quarterly
2000-12-31,South Africa,ZAF,Sub-Saharan Africa,upper_middle_income,21.02,wgc_fsapi:cbd_v11:quarterly
2000-12-31,South Korea,KOR,East Asia,high_income,0.13,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Spain,ESP,Western Europe,high_income,12.97,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Sri Lanka,LKA,South Asia,lower_middle_income,8.16,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Suriname,SUR,Latin America & Caribbean,upper_middle_income,52.75,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Sweden,SWE,Western Europe,high_income,9.92,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Switzerland,CHE,Western Europe,high_income,39.81,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Syrian Arab Republic,SYR,Middle East & North Africa,low_income,64.47,wgc_fsapi:cbd_v11:quarterly
2000-12-31,"Taiwan, China",TWN,East Asia,high_income,3.37,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Tajikistan,TJK,Central Asia,low_income,1.51,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Thailand,THA,South East Asia,upper_middle_income,1.99,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Trinidad and Tobago,TTO,Latin America & Caribbean,high_income,1.18,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Tunisia,TUN,Middle East & North Africa,lower_middle_income,3.23,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Turkey,TUR,Central and Eastern Europe,upper_middle_income,4.36,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Ukraine,UKR,Central and Eastern Europe,upper_middle_income,8.43,wgc_fsapi:cbd_v11:quarterly
2000-12-31,United Arab Emirates,ARE,Middle East & North Africa,high_income,0.8,wgc_fsapi:cbd_v11:quarterly
2000-12-31,United Kingdom,GBR,Western Europe,high_income,8.44,wgc_fsapi:cbd_v11:quarterly
2000-12-31,United States of America,USA,North America,high_income,55.92,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Uruguay,URY,Latin America & Caribbean,high_income,10.69,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Venezuela,VEN,Latin America & Caribbean,upper_middle_income,17.68,wgc_fsapi:cbd_v11:quarterly
2000-12-31,Yemen,YEM,Middle East & North Africa,low_income,0.47,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Albania,ALB,Central and Eastern Europe,upper_middle_income,4.21,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Algeria,DZA,Middle East & North Africa,upper_middle_income,9.48,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Argentina,ARG,Latin America & Caribbean,upper_middle_income,0.02,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Armenia,ARM,Central and Eastern Europe,upper_middle_income,3.94,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Aruba,ABW,Latin America & Caribbean,high_income,10.08,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Australia,AUS,Australasia / Oceania,high_income,3.83,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Austria,AUT,Western Europe,high_income,18.69,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Azerbaijan,AZE,Central and Eastern Europe,upper_middle_income,0.0,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Bahrain,BHR,Middle East & North Africa,high_income,2.45,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Bangladesh,BGD,South Asia,lower_middle_income,2.04,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Belgium,BEL,Western Europe,high_income,17.32,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Bolivia,BOL,Latin America & Caribbean,lower_middle_income,23.26,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Bosnia and Herzegovina,BIH,Central and Eastern Europe,upper_middle_income,0.0,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Brazil,BRA,Latin America & Caribbean,upper_middle_income,0.77,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Bulgaria,BGR,Central and Eastern Europe,high_income,10.6,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Burundi,BDI,Sub-Saharan Africa,low_income,9.73,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Cambodia,KHM,South East Asia,lower_middle_income,16.26,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Cameroon,CMR,Sub-Saharan Africa,lower_middle_income,3.13,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Canada,CAN,North America,high_income,0.9,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Chad,TCD,Sub-Saharan Africa,low_income,2.81,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Chile,CHL,Latin America & Caribbean,high_income,0.13,wgc_fsapi:cbd_v11:quarterly
2001-03-31,China,CHN,East Asia,upper_middle_income,1.8,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Colombia,COL,Latin America & Caribbean,upper_middle_income,0.91,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Comoros,COM,Sub-Saharan Africa,lower_middle_income,0.34,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Congo,COG,Sub-Saharan Africa,lower_middle_income,1.78,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Costa Rica,CRI,Latin America & Caribbean,high_income,0.04,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Croatia,HRV,Central and Eastern Europe,high_income,0.0,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Cyprus,CYP,Western Europe,high_income,5.58,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Czech Republic,CZE,Central and Eastern Europe,high_income,0.89,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Denmark,DNK,Western Europe,high_income,4.0,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Dominican Republic,DOM,Latin America & Caribbean,upper_middle_income,0.84,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Ecuador,ECU,Latin America & Caribbean,upper_middle_income,22.9,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Egypt,EGY,Middle East & North Africa,lower_middle_income,4.64,wgc_fsapi:cbd_v11:quarterly
2001-03-31,El Salvador,SLV,Latin America & Caribbean,lower_middle_income,6.58,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Eritrea,ERI,Sub-Saharan Africa,low_income,28.87,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Estonia,EST,Western Europe,high_income,0.28,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Fiji,FJI,Australasia / Oceania,upper_middle_income,0.06,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Finland,FIN,Western Europe,high_income,5.06,wgc_fsapi:cbd_v11:quarterly
2001-03-31,France,FRA,Western Europe,high_income,39.83,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Gabon,GAB,Sub-Saharan Africa,upper_middle_income,1.6,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Germany,DEU,Western Europe,high_income,34.98,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Ghana,GHA,Sub-Saharan Africa,lower_middle_income,30.58,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Greece,GRC,Western Europe,high_income,15.75,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Guatemala,GTM,Latin America & Caribbean,upper_middle_income,3.06,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Haiti,HTI,Latin America & Caribbean,low_income,0.19,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Honduras,HND,Latin America & Caribbean,lower_middle_income,0.42,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Hong Kong SAR,HKG,East Asia,high_income,0.02,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Hungary,HUN,Central and Eastern Europe,high_income,0.24,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Iceland,ISL,Western Europe,high_income,3.85,wgc_fsapi:cbd_v11:quarterly
2001-03-31,India,IND,South Asia,lower_middle_income,6.87,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Indonesia,IDN,South East Asia,upper_middle_income,2.77,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Ireland,IRL,Western Europe,high_income,0.84,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Italy,ITA,Western Europe,high_income,44.05,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Japan,JPN,East Asia,high_income,1.75,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Jordan,JOR,Middle East & North Africa,upper_middle_income,3.07,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Kazakhstan,KAZ,Central Asia,upper_middle_income,19.31,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Kenya,KEN,Sub-Saharan Africa,lower_middle_income,0.01,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Kuwait,KWT,Middle East & North Africa,high_income,7.35,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Kyrgyzstan,KGZ,Central Asia,lower_middle_income,8.58,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Lao PDR,LAO,South East Asia,lower_middle_income,3.25,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Latvia,LVA,Western Europe,high_income,6.99,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Lebanon,LBN,Middle East & North Africa,lower_middle_income,29.04,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Libya,LBY,Middle East & North Africa,upper_middle_income,8.72,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Lithuania,LTU,Western Europe,high_income,3.73,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Luxembourg,LUX,Western Europe,high_income,18.18,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Malawi,MWI,Sub-Saharan Africa,low_income,1.1,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Malaysia,MYS,South East Asia,upper_middle_income,1.16,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Malta,MLT,Western Europe,high_income,0.07,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Mauritius,MUS,Sub-Saharan Africa,high_income,2.04,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Mexico,MEX,Latin America & Caribbean,upper_middle_income,0.14,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Mongolia,MNG,East Asia,lower_middle_income,13.74,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Morocco,MAR,Middle East & North Africa,lower_middle_income,2.61,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Mozambique,MOZ,Sub-Saharan Africa,low_income,2.49,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Nepal,NPL,South Asia,lower_middle_income,3.62,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Netherlands,NLD,Western Europe,high_income,44.79,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Nicaragua,NIC,Latin America & Caribbean,lower_middle_income,0.91,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Nigeria,NGA,Sub-Saharan Africa,lower_middle_income,1.61,wgc_fsapi:cbd_v11:quarterly
2001-03-31,North Macedonia,MKD,Central and Eastern Europe,upper_middle_income,3.09,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Norway,NOR,Western Europe,high_income,1.13,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Oman,OMN,Middle East & North Africa,high_income,3.5,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Pakistan,PAK,South Asia,lower_middle_income,27.01,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Papua New Guinea,PNG,South East Asia,lower_middle_income,5.93,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Paraguay,PRY,Latin America & Caribbean,upper_middle_income,1.49,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Peru,PER,Latin America & Caribbean,upper_middle_income,3.33,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Philippines,PHL,South East Asia,lower_middle_income,12.88,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Poland,POL,Central and Eastern Europe,high_income,3.04,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Portugal,PRT,Western Europe,high_income,36.36,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Qatar,QAT,Middle East & North Africa,high_income,0.42,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Romania,ROU,Central and Eastern Europe,high_income,23.74,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Russian Federation,RUS,Central and Eastern Europe,high_income,11.09,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Saudi Arabia,SAU,Middle East & North Africa,high_income,6.55,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Singapore,SGP,South East Asia,high_income,1.35,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Slovakia,SVK,Central and Eastern Europe,high_income,8.03,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Slovenia,SVN,Central and Eastern Europe,high_income,0.0,wgc_fsapi:cbd_v11:quarterly
2001-03-31,South Africa,ZAF,Sub-Saharan Africa,upper_middle_income,19.73,wgc_fsapi:cbd_v11:quarterly
2001-03-31,South Korea,KOR,East Asia,high_income,0.12,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Spain,ESP,Western Europe,high_income,11.87,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Sri Lanka,LKA,South Asia,lower_middle_income,7.78,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Suriname,SUR,Latin America & Caribbean,upper_middle_income,64.75,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Sweden,SWE,Western Europe,high_income,10.08,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Switzerland,CHE,Western Europe,high_income,39.56,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Syrian Arab Republic,SYR,Middle East & North Africa,low_income,63.01,wgc_fsapi:cbd_v11:quarterly
2001-03-31,"Taiwan, China",TWN,East Asia,high_income,3.06,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Tajikistan,TJK,Central Asia,low_income,1.79,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Thailand,THA,South East Asia,upper_middle_income,1.89,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Trinidad and Tobago,TTO,Latin America & Caribbean,high_income,0.99,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Tunisia,TUN,Middle East & North Africa,lower_middle_income,3.15,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Turkey,TUR,Central and Eastern Europe,upper_middle_income,4.93,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Ukraine,UKR,Central and Eastern Europe,upper_middle_income,7.82,wgc_fsapi:cbd_v11:quarterly
2001-03-31,United Arab Emirates,ARE,Middle East & North Africa,high_income,0.73,wgc_fsapi:cbd_v11:quarterly
2001-03-31,United Kingdom,GBR,Western Europe,high_income,7.75,wgc_fsapi:cbd_v11:quarterly
2001-03-31,United States of America,USA,North America,high_income,55.91,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Uruguay,URY,Latin America & Caribbean,high_income,7.46,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Venezuela,VEN,Latin America & Caribbean,upper_middle_income,18.43,wgc_fsapi:cbd_v11:quarterly
2001-03-31,Yemen,YEM,Middle East & North Africa,low_income,0.42,wgc_fsapi:cbd_v11:quarterly
2001-06-30,Albania,ALB,Central and Eastern Europe,upper_middle_income,4.4,wgc_fsapi:cbd_v11:quarterly
2001-06-30,Algeria,DZA,Middle East & North Africa,upper_middle_income,8.96,wgc_fsapi:cbd_v11:quarterly
2001-06-30,Argentina,ARG,Latin America & Caribbean,upper_middle_income,0.01,wgc_fsapi:cbd_v11:quarterly
2001-06-30,Armenia,ARM,Central and Eastern Europe,upper_middle_income,3.97,wgc_fsapi:cbd_v11:quarterly
2001-06-30,Aruba,ABW,Latin America & Caribbean,high_income,9.55,wgc_fsapi:cbd_v11:quarterly
2001-06-30,Australia,AUS,Australasia / Oceania,high_income,3.6,wgc_fsapi:cbd_v11:quarterly
2001-06-30,Austria,AUT,Western Europe,high_income,20.56,wgc_fsapi:cbd_v11:quarterly
2001-06-30,Azerbaijan,AZE,Central and Eastern Europe,upper_middle_income,0.0,wgc_fsapi:cbd_v11:quarterly
2001-06-30,Bahrain,BHR,Middle East & North Africa,high_income,2.51,wgc_fsapi:cbd_v11:quarterly
2001-06-30,Bangladesh,BGD,South Asia,lower_middle_income,2.29,wgc_fsapi:cbd_v11:quarterly
2001-06-30,Belgium,BEL,Western Europe,high_income,17.95,wgc_fsapi:cbd_v11:quarterly
2001-06-30,Bolivia,BOL,Latin America & Caribbean,lower_middle_income,22.3,wgc_fsapi:cbd_v11:quarterly
2001-06-30,Bosnia and Herzegovina,BIH,Central and Eastern Europe,upper_middle_income,0.0,wgc_fsapi:cbd_v11:quarterly
2001-06-30,Brazil,BRA,Latin America & Caribbean,upper_middle_income,0.81,wgc_fsapi:cbd_v11:quarterly
2001-06-30,Bulgaria,BGR,Central and Eastern Europe,high_income,11.19,wgc_fsapi:cbd_v11:quarterly
2001-06-30,Burundi,BDI,Sub-Saharan Africa,low_income,12.79,wgc_fsapi:cbd_v11:quarterly
