date,country,iso3,region_group,economic_group,value,source
2004-03-31,Uruguay,URY,Latin America & Caribbean,high_income,0.16,wgc_fsapi:cbd_v11:quarterly
2004-03-31,Venezuela,VEN,Latin America & Caribbean,upper_middle_income,21.41,wgc_fsapi:cbd_v11:quarterly
2004-03-31,Yemen,YEM,Middle East & North Africa,low_income,0.42,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Albania,ALB,Central and Eastern Europe,upper_middle_income,2.48,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Algeria,DZA,Middle East & North Africa,upper_middle_income,5.95,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Argentina,ARG,Latin America & Caribbean,upper_middle_income,3.1,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Armenia,ARM,Central and Eastern Europe,upper_middle_income,0.0,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Aruba,ABW,Latin America & Caribbean,high_income,10.13,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Australia,AUS,Australasia / Oceania,high_income,2.93,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Austria,AUT,Western Europe,high_income,34.74,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Azerbaijan,AZE,Central and Eastern Europe,upper_middle_income,0.0,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Bahrain,BHR,Middle East & North Africa,high_income,3.09,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Bangladesh,BGD,South Asia,lower_middle_income,1.65,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Belarus,BLR,Central and Eastern Europe,upper_middle_income,5.48,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Belgium,BEL,Western Europe,high_income,23.11,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Bolivia,BOL,Latin America & Caribbean,lower_middle_income,39.27,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Bosnia and Herzegovina,BIH,Central and Eastern Europe,upper_middle_income,0.0,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Brazil,BRA,Latin America & Caribbean,upper_middle_income,0.86,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Bulgaria,BGR,Central and Eastern Europe,high_income,6.73,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Burundi,BDI,Sub-Saharan Africa,low_income,0.51,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Cambodia,KHM,South East Asia,lower_middle_income,15.16,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Cameroon,CMR,Sub-Saharan Africa,lower_middle_income,1.94,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Canada,CAN,North America,high_income,0.12,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Chad,TCD,Sub-Saharan Africa,low_income,2.59,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Chile,CHL,Latin America & Caribbean,high_income,0.02,wgc_fsapi:cbd_v11:quarterly
2004-06-30,China,CHN,East Asia,upper_middle_income,1.58,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Colombia,COL,Latin America & Caribbean,upper_middle_income,1.12,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Comoros,COM,Sub-Saharan Africa,lower_middle_income,0.25,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Congo,COG,Sub-Saharan Africa,lower_middle_income,23.02,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Costa Rica,CRI,Latin America & Caribbean,high_income,0.05,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Croatia,HRV,Central and Eastern Europe,high_income,0.0,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Cyprus,CYP,Western Europe,high_income,5.43,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Czech Republic,CZE,Central and Eastern Europe,high_income,0.66,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Denmark,DNK,Western Europe,high_income,2.27,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Dominican Republic,DOM,Latin America & Caribbean,upper_middle_income,1.51,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Ecuador,ECU,Latin America & Caribbean,upper_middle_income,27.44,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Egypt,EGY,Middle East & North Africa,lower_middle_income,6.62,wgc_fsapi:cbd_v11:quarterly
2004-06-30,El Salvador,SLV,Latin America & Caribbean,lower_middle_income,9.92,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Eritrea,ERI,Sub-Saharan Africa,low_income,0.0,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Estonia,EST,Western Europe,high_income,0.24,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Fiji,FJI,Australasia / Oceania,upper_middle_income,0.08,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Finland,FIN,Western Europe,high_income,5.34,wgc_fsapi:cbd_v11:quarterly
2004-06-30,France,FRA,Western Europe,high_income,55.7,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Gabon,GAB,Sub-Saharan Africa,upper_middle_income,1.73,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Germany,DEU,Western Europe,high_income,46.61,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Ghana,GHA,Sub-Saharan Africa,lower_middle_income,7.95,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Greece,GRC,Western Europe,high_income,33.7,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Guatemala,GTM,Latin America & Caribbean,upper_middle_income,2.95,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Haiti,HTI,Latin America & Caribbean,low_income,0.81,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Honduras,HND,Latin America & Caribbean,lower_middle_income,0.52,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Hong Kong SAR,HKG,East Asia,high_income,0.02,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Hungary,HUN,Central and Eastern Europe,high_income,0.31,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Iceland,ISL,Western Europe,high_income,2.67,wgc_fsapi:cbd_v11:quarterly
2004-06-30,India,IND,South Asia,lower_middle_income,3.79,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Indonesia,IDN,South East Asia,upper_middle_income,3.52,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Ireland,IRL,Western Europe,high_income,2.89,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Italy,ITA,Western Europe,high_income,49.59,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Japan,JPN,East Asia,high_income,1.19,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Jordan,JOR,Middle East & North Africa,upper_middle_income,3.27,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Kazakhstan,KAZ,Central Asia,upper_middle_income,10.62,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Kenya,KEN,Sub-Saharan Africa,lower_middle_income,0.01,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Kuwait,KWT,Middle East & North Africa,high_income,12.53,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Kyrgyzstan,KGZ,Central Asia,lower_middle_income,8.27,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Lao PDR,LAO,South East Asia,lower_middle_income,16.08,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Latvia,LVA,Western Europe,high_income,6.12,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Lebanon,LBN,Middle East & North Africa,lower_middle_income,22.58,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Libya,LBY,Middle East & North Africa,upper_middle_income,7.89,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Lithuania,LTU,Western Europe,high_income,2.24,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Luxembourg,LUX,Western Europe,high_income,10.5,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Malawi,MWI,Sub-Saharan Africa,low_income,5.03,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Malaysia,MYS,South East Asia,upper_middle_income,0.87,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Malta,MLT,Western Europe,high_income,0.06,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Mauritius,MUS,Sub-Saharan Africa,high_income,1.55,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Mexico,MEX,Latin America & Caribbean,upper_middle_income,0.11,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Mongolia,MNG,East Asia,lower_middle_income,20.07,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Morocco,MAR,Middle East & North Africa,lower_middle_income,1.97,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Mozambique,MOZ,Sub-Saharan Africa,low_income,5.66,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Nepal,NPL,South Asia,lower_middle_income,4.01,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Netherlands,NLD,Western Europe,high_income,48.27,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Nicaragua,NIC,Latin America & Caribbean,lower_middle_income,0.96,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Nigeria,NGA,Sub-Saharan Africa,lower_middle_income,2.39,wgc_fsapi:cbd_v11:quarterly
2004-06-30,North Macedonia,MKD,Central and Eastern Europe,upper_middle_income,4.07,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Norway,NOR,Western Europe,high_income,0.0,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Oman,OMN,Middle East & North Africa,high_income,0.01,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Pakistan,PAK,South Asia,lower_middle_income,6.91,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Papua New Guinea,PNG,South East Asia,lower_middle_income,4.58,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Paraguay,PRY,Latin America & Caribbean,upper_middle_income,1.27,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Peru,PER,Latin America & Caribbean,upper_middle_income,4.05,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Philippines,PHL,South East Asia,lower_middle_income,19.42,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Poland,POL,Central and Eastern Europe,high_income,3.61,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Portugal,PRT,Western Europe,high_income,54.92,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Qatar,QAT,Middle East & North Africa,high_income,0.24,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Romania,ROU,Central and Eastern Europe,high_income,12.45,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Russian Federation,RUS,Central and Eastern Europe,high_income,5.55,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Saudi Arabia,SAU,Middle East & North Africa,high_income,7.66,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Singapore,SGP,South East Asia,high_income,1.58,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Slovakia,SVK,Central and Eastern Europe,high_income,3.61,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Slovenia,SVN,Central and Eastern Europe,high_income,1.21,wgc_fsapi:cbd_v11:quarterly
2004-06-30,South Africa,ZAF,Sub-Saharan Africa,upper_middle_income,13.88,wgc_fsapi:cbd_v11:quarterly
2004-06-30,South Korea,KOR,East Asia,high_income,0.11,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Spain,ESP,Western Europe,high_income,33.67,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Sri Lanka,LKA,South Asia,lower_middle_income,3.1,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Suriname,SUR,Latin America & Caribbean,upper_middle_income,6.3,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Sweden,SWE,Western Europe,high_income,10.71,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Switzerland,CHE,Western Europe,high_income,28.63,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Syrian Arab Republic,SYR,Middle East & North Africa,low_income,72.34,wgc_fsapi:cbd_v11:quarterly
2004-06-30,"Taiwan, China",TWN,East Asia,high_income,2.28,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Tajikistan,TJK,Central Asia,low_income,4.85,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Thailand,THA,South East Asia,upper_middle_income,2.47,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Trinidad and Tobago,TTO,Latin America & Caribbean,high_income,0.94,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Tunisia,TUN,Middle East & North Africa,lower_middle_income,2.52,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Turkey,TUR,Central and Eastern Europe,upper_middle_income,4.17,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Ukraine,UKR,Central and Eastern Europe,upper_middle_income,2.6,wgc_fsapi:cbd_v11:quarterly
2004-06-30,United Arab Emirates,ARE,Middle East & North Africa,high_income,0.0,wgc_fsapi:cbd_v11:quarterly
2004-06-30,United Kingdom,GBR,Western Europe,high_income,7.12,wgc_fsapi:cbd_v11:quarterly
2004-06-30,United States of America,USA,North America,high_income,59.11,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Uruguay,URY,Latin America & Caribbean,high_income,0.15,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Venezuela,VEN,Latin America & Caribbean,upper_middle_income,20.13,wgc_fsapi:cbd_v11:quarterly
2004-06-30,Yemen,YEM,Middle East & North Africa,low_income,0.38,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Albania,ALB,Central and Eastern Europe,upper_middle_income,2.29,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Algeria,DZA,Middle East & North Africa,upper_middle_income,5.82,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Argentina,ARG,Latin America & Caribbean,upper_middle_income,4.03,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Armenia,ARM,Central and Eastern Europe,upper_middle_income,0.0,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Aruba,ABW,Latin America & Caribbean,high_income,11.06,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Australia,AUS,Australasia / Oceania,high_income,3.56,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Austria,AUT,Western Europe,high_income,35.4,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Azerbaijan,AZE,Central and Eastern Europe,upper_middle_income,0.0,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Bahrain,BHR,Middle East & North Africa,high_income,3.32,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Bangladesh,BGD,South Asia,lower_middle_income,1.52,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Belarus,BLR,Central and Eastern Europe,upper_middle_income,11.56,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Belgium,BEL,Western Europe,high_income,24.54,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Bolivia,BOL,Latin America & Caribbean,lower_middle_income,34.48,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Bosnia and Herzegovina,BIH,Central and Eastern Europe,upper_middle_income,0.0,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Brazil,BRA,Latin America & Caribbean,upper_middle_income,0.91,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Bulgaria,BGR,Central and Eastern Europe,high_income,6.79,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Burundi,BDI,Sub-Saharan Africa,low_income,0.82,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Cambodia,KHM,South East Asia,lower_middle_income,15.8,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Cameroon,CMR,Sub-Saharan Africa,lower_middle_income,1.79,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Canada,CAN,North America,high_income,0.12,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Chad,TCD,Sub-Saharan Africa,low_income,1.96,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Chile,CHL,Latin America & Caribbean,high_income,0.02,wgc_fsapi:cbd_v11:quarterly
2004-09-30,China,CHN,East Asia,upper_middle_income,1.52,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Colombia,COL,Latin America & Caribbean,upper_middle_income,1.12,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Comoros,COM,Sub-Saharan Africa,lower_middle_income,0.23,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Congo,COG,Sub-Saharan Africa,lower_middle_income,21.77,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Costa Rica,CRI,Latin America & Caribbean,high_income,0.05,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Croatia,HRV,Central and Eastern Europe,high_income,0.0,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Cyprus,CYP,Western Europe,high_income,5.1,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Czech Republic,CZE,Central and Eastern Europe,high_income,0.68,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Denmark,DNK,Western Europe,high_income,2.35,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Dominican Republic,DOM,Latin America & Caribbean,upper_middle_income,1.3,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Ecuador,ECU,Latin America & Caribbean,upper_middle_income,22.95,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Egypt,EGY,Middle East & North Africa,lower_middle_income,6.95,wgc_fsapi:cbd_v11:quarterly
2004-09-30,El Salvador,SLV,Latin America & Caribbean,lower_middle_income,9.95,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Eritrea,ERI,Sub-Saharan Africa,low_income,0.0,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Estonia,EST,Western Europe,high_income,0.22,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Fiji,FJI,Australasia / Oceania,upper_middle_income,0.08,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Finland,FIN,Western Europe,high_income,5.65,wgc_fsapi:cbd_v11:quarterly
2004-09-30,France,FRA,Western Europe,high_income,55.4,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Gabon,GAB,Sub-Saharan Africa,upper_middle_income,1.58,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Germany,DEU,Western Europe,high_income,48.65,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Ghana,GHA,Sub-Saharan Africa,lower_middle_income,7.94,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Greece,GRC,Western Europe,high_income,36.36,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Guatemala,GTM,Latin America & Caribbean,upper_middle_income,3.07,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Haiti,HTI,Latin America & Caribbean,low_income,0.34,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Honduras,HND,Latin America & Caribbean,lower_middle_income,0.52,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Hong Kong SAR,HKG,East Asia,high_income,0.02,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Hungary,HUN,Central and Eastern Europe,high_income,0.32,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Iceland,ISL,Western Europe,high_income,2.64,wgc_fsapi:cbd_v11:quarterly
2004-09-30,India,IND,South Asia,lower_middle_income,3.98,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Indonesia,IDN,South East Asia,upper_middle_income,3.7,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Ireland,IRL,Western Europe,high_income,2.79,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Italy,ITA,Western Europe,high_income,54.18,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Japan,JPN,East Asia,high_income,1.23,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Jordan,JOR,Middle East & North Africa,upper_middle_income,3.16,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Kazakhstan,KAZ,Central Asia,upper_middle_income,11.0,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Kenya,KEN,Sub-Saharan Africa,lower_middle_income,0.02,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Kuwait,KWT,Middle East & North Africa,high_income,13.72,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Kyrgyzstan,KGZ,Central Asia,lower_middle_income,6.51,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Lao PDR,LAO,South East Asia,lower_middle_income,17.24,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Latvia,LVA,Western Europe,high_income,5.81,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Lebanon,LBN,Middle East & North Africa,lower_middle_income,23.81,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Libya,LBY,Middle East & North Africa,upper_middle_income,7.77,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Lithuania,LTU,Western Europe,high_income,2.29,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Luxembourg,LUX,Western Europe,high_income,11.14,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Malawi,MWI,Sub-Saharan Africa,low_income,3.87,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Malaysia,MYS,South East Asia,upper_middle_income,0.86,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Malta,MLT,Western Europe,high_income,0.06,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Mauritius,MUS,Sub-Saharan Africa,high_income,1.62,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Mexico,MEX,Latin America & Caribbean,upper_middle_income,0.11,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Mongolia,MNG,East Asia,lower_middle_income,30.17,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Morocco,MAR,Middle East & North Africa,lower_middle_income,1.93,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Mozambique,MOZ,Sub-Saharan Africa,low_income,3.42,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Nepal,NPL,South Asia,lower_middle_income,4.31,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Netherlands,NLD,Western Europe,high_income,50.74,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Nicaragua,NIC,Latin America & Caribbean,lower_middle_income,0.0,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Nigeria,NGA,Sub-Saharan Africa,lower_middle_income,2.17,wgc_fsapi:cbd_v11:quarterly
2004-09-30,North Macedonia,MKD,Central and Eastern Europe,upper_middle_income,8.9,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Norway,NOR,Western Europe,high_income,0.0,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Oman,OMN,Middle East & North Africa,high_income,0.01,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Pakistan,PAK,South Asia,lower_middle_income,7.5,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Papua New Guinea,PNG,South East Asia,lower_middle_income,4.5,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Paraguay,PRY,Latin America & Caribbean,upper_middle_income,0.0,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Peru,PER,Latin America & Caribbean,upper_middle_income,4.14,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Philippines,PHL,South East Asia,lower_middle_income,20.98,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Poland,POL,Central and Eastern Europe,high_income,3.75,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Portugal,PRT,Western Europe,high_income,58.06,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Qatar,QAT,Middle East & North Africa,high_income,0.25,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Romania,ROU,Central and Eastern Europe,high_income,10.54,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Russian Federation,RUS,Central and Eastern Europe,high_income,5.39,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Saudi Arabia,SAU,Middle East & North Africa,high_income,7.88,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Singapore,SGP,South East Asia,high_income,1.64,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Slovakia,SVK,Central and Eastern Europe,high_income,3.55,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Slovenia,SVN,Central and Eastern Europe,high_income,1.25,wgc_fsapi:cbd_v11:quarterly
2004-09-30,South Africa,ZAF,Sub-Saharan Africa,upper_middle_income,13.43,wgc_fsapi:cbd_v11:quarterly
2004-09-30,South Korea,KOR,East Asia,high_income,0.11,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Spain,ESP,Western Europe,high_income,35.38,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Sri Lanka,LKA,South Asia,lower_middle_income,3.52,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Suriname,SUR,Latin America & Caribbean,upper_middle_income,7.73,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Sweden,SWE,Western Europe,high_income,10.59,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Switzerland,CHE,Western Europe,high_income,27.45,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Syrian Arab Republic,SYR,Middle East & North Africa,low_income,73.28,wgc_fsapi:cbd_v11:quarterly
2004-09-30,"Taiwan, China",TWN,East Asia,high_income,2.36,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Tajikistan,TJK,Central Asia,low_income,6.97,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Thailand,THA,South East Asia,upper_middle_income,2.51,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Trinidad and Tobago,TTO,Latin America & Caribbean,high_income,0.84,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Tunisia,TUN,Middle East & North Africa,lower_middle_income,2.26,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Turkey,TUR,Central and Eastern Europe,upper_middle_income,4.25,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Ukraine,UKR,Central and Eastern Europe,upper_middle_income,1.76,wgc_fsapi:cbd_v11:quarterly
2004-09-30,United Arab Emirates,ARE,Middle East & North Africa,high_income,0.0,wgc_fsapi:cbd_v11:quarterly
2004-09-30,United Kingdom,GBR,Western Europe,high_income,7.38,wgc_fsapi:cbd_v11:quarterly
2004-09-30,United States of America,USA,North America,high_income,60.31,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Uruguay,URY,Latin America & Caribbean,high_income,0.15,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Venezuela,VEN,Latin America & Caribbean,upper_middle_income,22.51,wgc_fsapi:cbd_v11:quarterly
2004-09-30,Yemen,YEM,Middle East & North Africa,low_income,0.38,wgc_fsapi:cbd_v11:quarterly
2004-12-31,Albania,ALB,Central and Eastern Europe,upper_middle_income,2.17,wgc_fsapi:cbd_v11:quarterly
2004-12-31,Algeria,DZA,Middle East & North Africa,upper_middle_income,5.32,wgc_fsapi:cbd_v11:quarterly
2004-12-31,Argentina,ARG,Latin America & Caribbean,upper_middle_income,3.92,wgc_fsapi:cbd_v11:quarterly
2004-12-31,Armenia,ARM,Central and Eastern Europe,upper_middle_income,0.0,wgc_fsapi:cbd_v11:quarterly
2004-12-31,Aruba,ABW,Latin America & Caribbean,high_income,12.85,wgc_fsapi:cbd_v11:quarterly
2004-12-31,Australia,AUS,Australasia / Oceania,high_income,3.03,wgc_fsapi:cbd_v11:quarterly
2004-12-31,Austria,AUT,Western Europe,high_income,35.4,wgc_fsapi:cbd_v11:quarterly
2004-12-31,Azerbaijan,AZE,Central and Eastern Europe,upper_middle_income,0.0,wgc_fsapi:cbd_v11:quarterly
2004-12-31,Bahrain,BHR,Middle East & North Africa,high_income,3.26,wgc_fsapi:cbd_v11:quarterly
2004-12-31,Bangladesh,BGD,South Asia,lower_middle_income,1.52,wgc_fsapi:cbd_v11:quarterly
2004-12-31,Belarus,BLR,Central and Eastern Europe,upper_middle_income,10.41,wgc_fsapi:cbd_v11:quarterly
2004-12-31,Belgium,BEL,Western Europe,high_income,25.84,wgc_fsapi:cbd_v11:quarterly
