date,country,iso3,region_group,economic_group,value,direction,source
2006-09-30,Germany,DEU,Western Europe,high_income,-0.99,sale,wgc_fsapi:cbd_v11:quarterly_change
2007-06-30,Germany,DEU,Western Europe,high_income,-1.93,sale,wgc_fsapi:cbd_v11:quarterly_change
2007-09-30,Germany,DEU,Western Europe,high_income,-3.21,sale,wgc_fsapi:cbd_v11:quarterly_change
2008-06-30,Germany,DEU,Western Europe,high_income,-4.26,sale,wgc_fsapi:cbd_v11:quarterly_change
2008-09-30,Germany,DEU,Western Europe,high_income,-0.53,sale,wgc_fsapi:cbd_v11:quarterly_change
2009-06-30,Germany,DEU,Western Europe,high_income,-4.29,sale,wgc_fsapi:cbd_v11:quarterly_change
2009-09-30,Germany,DEU,Western Europe,high_income,-0.65,sale,wgc_fsapi:cbd_v11:quarterly_change
2009-12-31,Germany,DEU,Western Europe,high_income,-0.87,sale,wgc_fsapi:cbd_v11:quarterly_change
2010-09-30,Germany,DEU,Western Europe,high_income,-4.98,sale,wgc_fsapi:cbd_v11:quarterly_change
2010-12-31,Germany,DEU,Western Europe,high_income,-0.84,sale,wgc_fsapi:cbd_v11:quarterly_change
2011-12-31,Germany,DEU,Western Europe,high_income,-4.66,sale,wgc_fsapi:cbd_v11:quarterly_change
2012-06-30,Germany,DEU,Western Europe,high_income,-0.75,sale,wgc_fsapi:cbd_v11:quarterly_change
2012-12-31,Germany,DEU,Western Europe,high_income,-4.2,sale,wgc_fsapi:cbd_v11:quarterly_change
2013-06-30,Germany,DEU,Western Europe,high_income,-0.78,sale,wgc_fsapi:cbd_v11:quarterly_change
2013-12-31,Germany,DEU,Western Europe,high_income,-3.42,sale,wgc_fsapi:cbd_v11:quarterly_change
2014-03-31,Germany,DEU,Western Europe,high_income,-0.78,sale,wgc_fsapi:cbd_v11:quarterly_change
2014-06-30,Germany,DEU,Western Europe,high_income,-2.17,sale,wgc_fsapi:cbd_v11:quarterly_change
2015-03-31,Germany,DEU,Western Europe,high_income,-0.78,sale,wgc_fsapi:cbd_v11:quarterly_change
2015-06-30,Germany,DEU,Western Europe,high_income,-2.4,sale,wgc_fsapi:cbd_v11:quarterly_change
2015-09-30,Germany,DEU,Western Europe,high_income,-0.03,sale,wgc_fsapi:cbd_v11:quarterly_change
2016-06-30,Germany,DEU,Western Europe,high_income,-2.73,sale,wgc_fsapi:cbd_v11:quarterly_change
2016-09-30,Germany,DEU,Western Europe,high_income,-0.31,sale,wgc_fsapi:cbd_v11:quarterly_change
2017-06-30,Germany,DEU,Western Europe,high_income,-3.8,sale,wgc_fsapi:cbd_v11:quarterly_change
2017-09-30,Germany,DEU,Western Europe,high_income,-0.4,sale,wgc_fsapi:cbd_v11:quarterly_change
2017-12-31,Germany,DEU,Western Europe,high_income,-0.1,sale,wgc_fsapi:cbd_v11:quarterly_change
2018-03-31,Germany,DEU,Western Europe,high_income,-1.43,sale,wgc_fsapi:cbd_v11:quarterly_change
2018-06-30,Germany,DEU,Western Europe,high_income,-2.33,sale,wgc_fsapi:cbd_v11:quarterly_change
2018-09-30,Germany,DEU,Western Europe,high_income,-0.16,sale,wgc_fsapi:cbd_v11:quarterly_change
2019-06-30,Germany,DEU,Western Europe,high_income,-2.95,sale,wgc_fsapi:cbd_v11:quarterly_change
2019-12-31,Germany,DEU,Western Europe,high_income,-0.28,sale,wgc_fsapi:cbd_v11:quarterly_change
2020-03-31,Germany,DEU,Western Europe,high_income,-2.33,sale,wgc_fsapi:cbd_v11:quarterly_change
2020-06-30,Germany,DEU,Western Europe,high_income,-1.22,sale,wgc_fsapi:cbd_v11:quarterly_change
2020-09-30,Germany,DEU,Western Europe,high_income,-0.49,sale,wgc_fsapi:cbd_v11:quarterly_change
2021-06-30,Germany,DEU,Western Europe,high_income,-3.33,sale,wgc_fsapi:cbd_v11:quarterly_change
2021-09-30,Germany,DEU,Western Europe,high_income,-0.03,sale,wgc_fsapi:cbd_v11:quarterly_change
2022-03-31,Germany,DEU,Western Europe,high_income,-0.59,sale,wgc_fsapi:cbd_v11:quarterly_change
2022-06-30,Germany,DEU,Western Europe,high_income,-3.36,sale,wgc_fsapi:cbd_v11:quarterly_change
2023-03-31,Germany,DEU,Western Europe,high_income,-0.25,sale,wgc_fsapi:cbd_v11:quarterly_change
2023-06-30,Germany,DEU,Western Europe,high_income,-2.24,sale,wgc_fsapi:cbd_v11:quarterly_change
2024-03-31,Germany,DEU,Western Europe,high_income,-0.34,sale,wgc_fsapi:cbd_v11:quarterly_change
2024-06-30,Germany,DEU,Western Europe,high_income,-0.78,sale,wgc_fsapi:cbd_v11:quarterly_change
2025-03-31,Germany,DEU,Western Europe,high_income,-0.25,sale,wgc_fsapi:cbd_v11:quarterly_change
2025-06-30,Germany,DEU,Western Europe,high_income,-1.03,sale,wgc_fsapi:cbd_v11:quarterly_change
2001-12-31,Denmark,DNK,Western Europe,high_income,-0.01,sale,wgc_fsapi:cbd_v11:quarterly_change
2002-12-31,Denmark,DNK,Western Europe,high_income,-0.03,sale,wgc_fsapi:cbd_v11:quarterly_change
2003-03-31,Denmark,DNK,Western Europe,high_income,0.01,purchase,wgc_fsapi:cbd_v11:quarterly_change
2003-06-30,Denmark,DNK,Western Europe,high_income,0.01,purchase,wgc_fsapi:cbd_v11:quarterly_change
2003-09-30,Denmark,DNK,Western Europe,high_income,-0.02,sale,wgc_fsapi:cbd_v11:quarterly_change
2003-12-31,Denmark,DNK,Western Europe,high_income,-0.01,sale,wgc_fsapi:cbd_v11:quarterly_change
2001-03-31,Dominican Republic,DOM,Latin America & Caribbean,upper_middle_income,0.01,purchase,wgc_fsapi:cbd_v11:quarterly_change
2019-06-30,Algeria,DZA,Middle East & North Africa,upper_middle_income,-0.08,sale,wgc_fsapi:cbd_v11:quarterly_change
2006-03-31,Ecuador,ECU,Latin America & Caribbean,upper_middle_income,-0.03,sale,wgc_fsapi:cbd_v11:quarterly_change
2009-09-30,Ecuador,ECU,Latin America & Caribbean,upper_middle_income,0.01,purchase,wgc_fsapi:cbd_v11:quarterly_change
2014-06-30,Ecuador,ECU,Latin America & Caribbean,upper_middle_income,-14.18,sale,wgc_fsapi:cbd_v11:quarterly_change
2014-09-30,Ecuador,ECU,Latin America & Caribbean,upper_middle_income,-0.31,sale,wgc_fsapi:cbd_v11:quarterly_change
2018-12-31,Ecuador,ECU,Latin America & Caribbean,upper_middle_income,-5.42,sale,wgc_fsapi:cbd_v11:quarterly_change
2019-03-31,Ecuador,ECU,Latin America & Caribbean,upper_middle_income,10.58,purchase,wgc_fsapi:cbd_v11:quarterly_change
2019-12-31,Ecuador,ECU,Latin America & Caribbean,upper_middle_income,4.98,purchase,wgc_fsapi:cbd_v11:quarterly_change
2020-03-31,Ecuador,ECU,Latin America & Caribbean,upper_middle_income,-7.46,sale,wgc_fsapi:cbd_v11:quarterly_change
2020-06-30,Ecuador,ECU,Latin America & Caribbean,upper_middle_income,9.33,purchase,wgc_fsapi:cbd_v11:quarterly_change
2020-09-30,Ecuador,ECU,Latin America & Caribbean,upper_middle_income,7.47,purchase,wgc_fsapi:cbd_v11:quarterly_change
2022-03-31,Ecuador,ECU,Latin America & Caribbean,upper_middle_income,2.51,purchase,wgc_fsapi:cbd_v11:quarterly_change
2023-12-31,Ecuador,ECU,Latin America & Caribbean,upper_middle_income,-7.5,sale,wgc_fsapi:cbd_v11:quarterly_change
2001-03-31,Egypt,EGY,Middle East & North Africa,lower_middle_income,0.01,purchase,wgc_fsapi:cbd_v11:quarterly_change
2001-06-30,Egypt,EGY,Middle East & North Africa,lower_middle_income,-0.01,sale,wgc_fsapi:cbd_v11:quarterly_change
2002-12-31,Egypt,EGY,Middle East & North Africa,lower_middle_income,0.01,purchase,wgc_fsapi:cbd_v11:quarterly_change
2006-06-30,Egypt,EGY,Middle East & North Africa,lower_middle_income,-0.01,sale,wgc_fsapi:cbd_v11:quarterly_change
2006-09-30,Egypt,EGY,Middle East & North Africa,lower_middle_income,-0.03,sale,wgc_fsapi:cbd_v11:quarterly_change
2016-06-30,Egypt,EGY,Middle East & North Africa,lower_middle_income,-0.03,sale,wgc_fsapi:cbd_v11:quarterly_change
2017-03-31,Egypt,EGY,Middle East & North Africa,lower_middle_income,0.69,purchase,wgc_fsapi:cbd_v11:quarterly_change
2017-06-30,Egypt,EGY,Middle East & North Africa,lower_middle_income,0.01,purchase,wgc_fsapi:cbd_v11:quarterly_change
2017-09-30,Egypt,EGY,Middle East & North Africa,lower_middle_income,0.01,purchase,wgc_fsapi:cbd_v11:quarterly_change
2017-12-31,Egypt,EGY,Middle East & North Africa,lower_middle_income,0.15,purchase,wgc_fsapi:cbd_v11:quarterly_change
2018-03-31,Egypt,EGY,Middle East & North Africa,lower_middle_income,0.61,purchase,wgc_fsapi:cbd_v11:quarterly_change
2018-06-30,Egypt,EGY,Middle East & North Africa,lower_middle_income,0.22,purchase,wgc_fsapi:cbd_v11:quarterly_change
2018-09-30,Egypt,EGY,Middle East & North Africa,lower_middle_income,0.22,purchase,wgc_fsapi:cbd_v11:quarterly_change
2018-12-31,Egypt,EGY,Middle East & North Africa,lower_middle_income,0.89,purchase,wgc_fsapi:cbd_v11:quarterly_change
2019-03-31,Egypt,EGY,Middle East & North Africa,lower_middle_income,0.25,purchase,wgc_fsapi:cbd_v11:quarterly_change
2019-06-30,Egypt,EGY,Middle East & North Africa,lower_middle_income,0.19,purchase,wgc_fsapi:cbd_v11:quarterly_change
2019-09-30,Egypt,EGY,Middle East & North Africa,lower_middle_income,0.23,purchase,wgc_fsapi:cbd_v11:quarterly_change
2019-12-31,Egypt,EGY,Middle East & North Africa,lower_middle_income,0.26,purchase,wgc_fsapi:cbd_v11:quarterly_change
2020-03-31,Egypt,EGY,Middle East & North Africa,lower_middle_income,0.23,purchase,wgc_fsapi:cbd_v11:quarterly_change
2020-06-30,Egypt,EGY,Middle East & North Africa,lower_middle_income,0.14,purchase,wgc_fsapi:cbd_v11:quarterly_change
2020-09-30,Egypt,EGY,Middle East & North Africa,lower_middle_income,0.19,purchase,wgc_fsapi:cbd_v11:quarterly_change
2020-12-31,Egypt,EGY,Middle East & North Africa,lower_middle_income,0.36,purchase,wgc_fsapi:cbd_v11:quarterly_change
2021-03-31,Egypt,EGY,Middle East & North Africa,lower_middle_income,0.16,purchase,wgc_fsapi:cbd_v11:quarterly_change
2021-06-30,Egypt,EGY,Middle East & North Africa,lower_middle_income,0.19,purchase,wgc_fsapi:cbd_v11:quarterly_change
2021-09-30,Egypt,EGY,Middle East & North Africa,lower_middle_income,0.15,purchase,wgc_fsapi:cbd_v11:quarterly_change
2021-12-31,Egypt,EGY,Middle East & North Africa,lower_middle_income,0.18,purchase,wgc_fsapi:cbd_v11:quarterly_change
2022-03-31,Egypt,EGY,Middle East & North Africa,lower_middle_income,44.11,purchase,wgc_fsapi:cbd_v11:quarterly_change
2022-06-30,Egypt,EGY,Middle East & North Africa,lower_middle_income,0.17,purchase,wgc_fsapi:cbd_v11:quarterly_change
2022-09-30,Egypt,EGY,Middle East & North Africa,lower_middle_income,0.13,purchase,wgc_fsapi:cbd_v11:quarterly_change
2022-12-31,Egypt,EGY,Middle East & North Africa,lower_middle_income,0.31,purchase,wgc_fsapi:cbd_v11:quarterly_change
2023-03-31,Egypt,EGY,Middle East & North Africa,lower_middle_income,0.16,purchase,wgc_fsapi:cbd_v11:quarterly_change
2023-06-30,Egypt,EGY,Middle East & North Africa,lower_middle_income,0.07,purchase,wgc_fsapi:cbd_v11:quarterly_change
2023-09-30,Egypt,EGY,Middle East & North Africa,lower_middle_income,0.11,purchase,wgc_fsapi:cbd_v11:quarterly_change
2023-12-31,Egypt,EGY,Middle East & North Africa,lower_middle_income,0.33,purchase,wgc_fsapi:cbd_v11:quarterly_change
2024-03-31,Egypt,EGY,Middle East & North Africa,lower_middle_income,0.16,purchase,wgc_fsapi:cbd_v11:quarterly_change
2024-06-30,Egypt,EGY,Middle East & North Africa,lower_middle_income,0.11,purchase,wgc_fsapi:cbd_v11:quarterly_change
2024-09-30,Egypt,EGY,Middle East & North Africa,lower_middle_income,0.25,purchase,wgc_fsapi:cbd_v11:quarterly_change
2024-12-31,Egypt,EGY,Middle East & North Africa,lower_middle_income,0.06,purchase,wgc_fsapi:cbd_v11:quarterly_change
2025-03-31,Egypt,EGY,Middle East & North Africa,lower_middle_income,1.39,purchase,wgc_fsapi:cbd_v11:quarterly_change
2025-06-30,Egypt,EGY,Middle East & North Africa,lower_middle_income,0.27,purchase,wgc_fsapi:cbd_v11:quarterly_change
2025-09-30,Egypt,EGY,Middle East & North Africa,lower_middle_income,0.28,purchase,wgc_fsapi:cbd_v11:quarterly_change
2025-12-31,Egypt,EGY,Middle East & North Africa,lower_middle_income,0.54,purchase,wgc_fsapi:cbd_v11:quarterly_change
2002-09-30,Eritrea,ERI,Sub-Saharan Africa,low_income,-1.2,sale,wgc_fsapi:cbd_v11:quarterly_change
2002-06-30,Spain,ESP,Western Europe,high_income,-0.03,sale,wgc_fsapi:cbd_v11:quarterly_change
2003-06-30,Spain,ESP,Western Europe,high_income,-0.04,sale,wgc_fsapi:cbd_v11:quarterly_change
2004-03-31,Spain,ESP,Western Europe,high_income,-0.03,sale,wgc_fsapi:cbd_v11:quarterly_change
2005-06-30,Spain,ESP,Western Europe,high_income,-20.0,sale,wgc_fsapi:cbd_v11:quarterly_change
2005-09-30,Spain,ESP,Western Europe,high_income,-9.95,sale,wgc_fsapi:cbd_v11:quarterly_change
2005-12-31,Spain,ESP,Western Europe,high_income,-35.64,sale,wgc_fsapi:cbd_v11:quarterly_change
2006-09-30,Spain,ESP,Western Europe,high_income,-26.81,sale,wgc_fsapi:cbd_v11:quarterly_change
2006-12-31,Spain,ESP,Western Europe,high_income,-14.19,sale,wgc_fsapi:cbd_v11:quarterly_change
2007-03-31,Spain,ESP,Western Europe,high_income,-39.81,sale,wgc_fsapi:cbd_v11:quarterly_change
2007-06-30,Spain,ESP,Western Europe,high_income,-70.45,sale,wgc_fsapi:cbd_v11:quarterly_change
2007-09-30,Spain,ESP,Western Europe,high_income,-24.88,sale,wgc_fsapi:cbd_v11:quarterly_change
2014-03-31,Spain,ESP,Western Europe,high_income,-0.03,sale,wgc_fsapi:cbd_v11:quarterly_change
2015-09-30,Spain,ESP,Western Europe,high_income,0.02,purchase,wgc_fsapi:cbd_v11:quarterly_change
2015-12-31,Spain,ESP,Western Europe,high_income,-0.02,sale,wgc_fsapi:cbd_v11:quarterly_change
2002-03-31,Finland,FIN,Western Europe,high_income,0.03,purchase,wgc_fsapi:cbd_v11:quarterly_change
2002-09-30,Finland,FIN,Western Europe,high_income,-0.03,sale,wgc_fsapi:cbd_v11:quarterly_change
2004-03-31,Finland,FIN,Western Europe,high_income,0.03,purchase,wgc_fsapi:cbd_v11:quarterly_change
2004-06-30,Finland,FIN,Western Europe,high_income,-0.03,sale,wgc_fsapi:cbd_v11:quarterly_change
2004-09-30,Finland,FIN,Western Europe,high_income,0.03,purchase,wgc_fsapi:cbd_v11:quarterly_change
2004-12-31,Finland,FIN,Western Europe,high_income,0.06,purchase,wgc_fsapi:cbd_v11:quarterly_change
2021-12-31,Finland,FIN,Western Europe,high_income,-0.12,sale,wgc_fsapi:cbd_v11:quarterly_change
2024-12-31,Finland,FIN,Western Europe,high_income,-5.26,sale,wgc_fsapi:cbd_v11:quarterly_change
2014-06-30,Fiji,FJI,Australasia / Oceania,upper_middle_income,0.01,purchase,wgc_fsapi:cbd_v11:quarterly_change
2001-09-30,France,FRA,Western Europe,high_income,0.03,purchase,wgc_fsapi:cbd_v11:quarterly_change
2001-12-31,France,FRA,Western Europe,high_income,-0.03,sale,wgc_fsapi:cbd_v11:quarterly_change
2002-12-31,France,FRA,Western Europe,high_income,0.07,purchase,wgc_fsapi:cbd_v11:quarterly_change
2003-09-30,France,FRA,Western Europe,high_income,-0.04,sale,wgc_fsapi:cbd_v11:quarterly_change
2004-03-31,France,FRA,Western Europe,high_income,-0.03,sale,wgc_fsapi:cbd_v11:quarterly_change
2004-09-30,France,FRA,Western Europe,high_income,-0.62,sale,wgc_fsapi:cbd_v11:quarterly_change
2004-12-31,France,FRA,Western Europe,high_income,-38.72,sale,wgc_fsapi:cbd_v11:quarterly_change
2005-03-31,France,FRA,Western Europe,high_income,-27.12,sale,wgc_fsapi:cbd_v11:quarterly_change
2005-06-30,France,FRA,Western Europe,high_income,-59.57,sale,wgc_fsapi:cbd_v11:quarterly_change
2005-09-30,France,FRA,Western Europe,high_income,-9.14,sale,wgc_fsapi:cbd_v11:quarterly_change
2005-12-31,France,FRA,Western Europe,high_income,-63.67,sale,wgc_fsapi:cbd_v11:quarterly_change
2006-03-31,France,FRA,Western Europe,high_income,-23.67,sale,wgc_fsapi:cbd_v11:quarterly_change
2006-06-30,France,FRA,Western Europe,high_income,-26.06,sale,wgc_fsapi:cbd_v11:quarterly_change
2006-09-30,France,FRA,Western Europe,high_income,-18.48,sale,wgc_fsapi:cbd_v11:quarterly_change
2006-12-31,France,FRA,Western Europe,high_income,-37.82,sale,wgc_fsapi:cbd_v11:quarterly_change
2007-03-31,France,FRA,Western Europe,high_income,-30.85,sale,wgc_fsapi:cbd_v11:quarterly_change
2007-06-30,France,FRA,Western Europe,high_income,-21.81,sale,wgc_fsapi:cbd_v11:quarterly_change
2007-09-30,France,FRA,Western Europe,high_income,-24.57,sale,wgc_fsapi:cbd_v11:quarterly_change
2007-12-31,France,FRA,Western Europe,high_income,-39.47,sale,wgc_fsapi:cbd_v11:quarterly_change
2008-03-31,France,FRA,Western Europe,high_income,-34.71,sale,wgc_fsapi:cbd_v11:quarterly_change
2008-06-30,France,FRA,Western Europe,high_income,-19.0,sale,wgc_fsapi:cbd_v11:quarterly_change
2008-09-30,France,FRA,Western Europe,high_income,-21.81,sale,wgc_fsapi:cbd_v11:quarterly_change
2008-12-31,France,FRA,Western Europe,high_income,-35.39,sale,wgc_fsapi:cbd_v11:quarterly_change
2009-03-31,France,FRA,Western Europe,high_income,-39.38,sale,wgc_fsapi:cbd_v11:quarterly_change
2009-06-30,France,FRA,Western Europe,high_income,-7.22,sale,wgc_fsapi:cbd_v11:quarterly_change
2009-09-30,France,FRA,Western Europe,high_income,-10.14,sale,wgc_fsapi:cbd_v11:quarterly_change
2012-12-31,France,FRA,Western Europe,high_income,-0.03,sale,wgc_fsapi:cbd_v11:quarterly_change
2013-03-31,France,FRA,Western Europe,high_income,0.03,purchase,wgc_fsapi:cbd_v11:quarterly_change
2013-06-30,France,FRA,Western Europe,high_income,-0.03,sale,wgc_fsapi:cbd_v11:quarterly_change
2015-03-31,France,FRA,Western Europe,high_income,0.03,purchase,wgc_fsapi:cbd_v11:quarterly_change
2015-09-30,France,FRA,Western Europe,high_income,0.13,purchase,wgc_fsapi:cbd_v11:quarterly_change
2015-12-31,France,FRA,Western Europe,high_income,0.09,purchase,wgc_fsapi:cbd_v11:quarterly_change
2016-03-31,France,FRA,Western Europe,high_income,0.03,purchase,wgc_fsapi:cbd_v11:quarterly_change
2016-06-30,France,FRA,Western Europe,high_income,0.1,purchase,wgc_fsapi:cbd_v11:quarterly_change
2016-09-30,France,FRA,Western Europe,high_income,0.06,purchase,wgc_fsapi:cbd_v11:quarterly_change
2016-12-31,France,FRA,Western Europe,high_income,0.03,purchase,wgc_fsapi:cbd_v11:quarterly_change
2017-03-31,France,FRA,Western Europe,high_income,0.06,purchase,wgc_fsapi:cbd_v11:quarterly_change
2017-12-31,France,FRA,Western Europe,high_income,0.1,purchase,wgc_fsapi:cbd_v11:quarterly_change
2018-03-31,France,FRA,Western Europe,high_income,0.03,purchase,wgc_fsapi:cbd_v11:quarterly_change
2018-09-30,France,FRA,Western Europe,high_income,-0.03,sale,wgc_fsapi:cbd_v11:quarterly_change
2018-12-31,France,FRA,Western Europe,high_income,0.03,purchase,wgc_fsapi:cbd_v11:quarterly_change
2019-06-30,France,FRA,Western Europe,high_income,0.03,purchase,wgc_fsapi:cbd_v11:quarterly_change
2019-09-30,France,FRA,Western Europe,high_income,-0.06,sale,wgc_fsapi:cbd_v11:quarterly_change
2020-06-30,France,FRA,Western Europe,high_income,0.06,purchase,wgc_fsapi:cbd_v11:quarterly_change
2020-09-30,France,FRA,Western Europe,high_income,0.03,purchase,wgc_fsapi:cbd_v11:quarterly_change
2020-12-31,France,FRA,Western Europe,high_income,0.09,purchase,wgc_fsapi:cbd_v11:quarterly_change
2021-03-31,France,FRA,Western Europe,high_income,0.1,purchase,wgc_fsapi:cbd_v11:quarterly_change
2021-06-30,France,FRA,Western Europe,high_income,0.03,purchase,wgc_fsapi:cbd_v11:quarterly_change
2021-09-30,France,FRA,Western Europe,high_income,0.03,purchase,wgc_fsapi:cbd_v11:quarterly_change
2021-12-31,France,FRA,Western Europe,high_income,0.12,purchase,wgc_fsapi:cbd_v11:quarterly_change
2022-03-31,France,FRA,Western Europe,high_income,0.03,purchase,wgc_fsapi:cbd_v11:quarterly_change
2022-06-30,France,FRA,Western Europe,high_income,0.13,purchase,wgc_fsapi:cbd_v11:quarterly_change
2022-09-30,France,FRA,Western Europe,high_income,0.03,purchase,wgc_fsapi:cbd_v11:quarterly_change
2022-12-31,France,FRA,Western Europe,high_income,0.09,purchase,wgc_fsapi:cbd_v11:quarterly_change
2023-03-31,France,FRA,Western Europe,high_income,0.06,purchase,wgc_fsapi:cbd_v11:quarterly_change
2023-06-30,France,FRA,Western Europe,high_income,0.07,purchase,wgc_fsapi:cbd_v11:quarterly_change
2023-09-30,France,FRA,Western Europe,high_income,0.03,purchase,wgc_fsapi:cbd_v11:quarterly_change
2023-12-31,France,FRA,Western Europe,high_income,0.06,purchase,wgc_fsapi:cbd_v11:quarterly_change
2024-03-31,France,FRA,Western Europe,high_income,-0.06,sale,wgc_fsapi:cbd_v11:quarterly_change
2024-06-30,France,FRA,Western Europe,high_income,0.06,purchase,wgc_fsapi:cbd_v11:quarterly_change
2024-09-30,France,FRA,Western Europe,high_income,-0.03,sale,wgc_fsapi:cbd_v11:quarterly_change
2024-12-31,France,FRA,Western Europe,high_income,0.06,purchase,wgc_fsapi:cbd_v11:quarterly_change
2009-03-31,Gabon,GAB,Sub-Saharan Africa,upper_middle_income,-0.4,sale,wgc_fsapi:cbd_v11:quarterly_change
2001-03-31,United Kingdom,GBR,Western Europe,high_income,-50.43,sale,wgc_fsapi:cbd_v11:quarterly_change
2001-06-30,United Kingdom,GBR,Western Europe,high_income,-21.08,sale,wgc_fsapi:cbd_v11:quarterly_change
2001-09-30,United Kingdom,GBR,Western Europe,high_income,-40.35,sale,wgc_fsapi:cbd_v11:quarterly_change
2001-12-31,United Kingdom,GBR,Western Europe,high_income,-20.39,sale,wgc_fsapi:cbd_v11:quarterly_change
2002-03-31,United Kingdom,GBR,Western Europe,high_income,-40.77,sale,wgc_fsapi:cbd_v11:quarterly_change
2002-06-30,United Kingdom,GBR,Western Europe,high_income,-0.39,sale,wgc_fsapi:cbd_v11:quarterly_change
2002-09-30,United Kingdom,GBR,Western Europe,high_income,-0.13,sale,wgc_fsapi:cbd_v11:quarterly_change
2002-12-31,United Kingdom,GBR,Western Europe,high_income,-0.09,sale,wgc_fsapi:cbd_v11:quarterly_change
2003-03-31,United Kingdom,GBR,Western Europe,high_income,-0.22,sale,wgc_fsapi:cbd_v11:quarterly_change
2003-06-30,United Kingdom,GBR,Western Europe,high_income,-0.41,sale,wgc_fsapi:cbd_v11:quarterly_change
2003-12-31,United Kingdom,GBR,Western Europe,high_income,-0.02,sale,wgc_fsapi:cbd_v11:quarterly_change
2004-03-31,United Kingdom,GBR,Western Europe,high_income,-0.3,sale,wgc_fsapi:cbd_v11:quarterly_change
2004-06-30,United Kingdom,GBR,Western Europe,high_income,-0.42,sale,wgc_fsapi:cbd_v11:quarterly_change
2004-12-31,United Kingdom,GBR,Western Europe,high_income,-0.25,sale,wgc_fsapi:cbd_v11:quarterly_change
2005-03-31,United Kingdom,GBR,Western Europe,high_income,-0.75,sale,wgc_fsapi:cbd_v11:quarterly_change
2005-06-30,United Kingdom,GBR,Western Europe,high_income,-0.08,sale,wgc_fsapi:cbd_v11:quarterly_change
2005-09-30,United Kingdom,GBR,Western Europe,high_income,-0.2,sale,wgc_fsapi:cbd_v11:quarterly_change
2005-12-31,United Kingdom,GBR,Western Europe,high_income,-0.42,sale,wgc_fsapi:cbd_v11:quarterly_change
2006-03-31,United Kingdom,GBR,Western Europe,high_income,-0.53,sale,wgc_fsapi:cbd_v11:quarterly_change
2006-06-30,United Kingdom,GBR,Western Europe,high_income,-0.01,sale,wgc_fsapi:cbd_v11:quarterly_change
2006-12-31,United Kingdom,GBR,Western Europe,high_income,-0.01,sale,wgc_fsapi:cbd_v11:quarterly_change
2007-06-30,United Kingdom,GBR,Western Europe,high_income,0.01,purchase,wgc_fsapi:cbd_v11:quarterly_change
2009-03-31,United Kingdom,GBR,Western Europe,high_income,-0.01,sale,wgc_fsapi:cbd_v11:quarterly_change
2015-03-31,United Kingdom,GBR,Western Europe,high_income,0.04,purchase,wgc_fsapi:cbd_v11:quarterly_change
2001-12-31,Ghana,GHA,Sub-Saharan Africa,lower_middle_income,0.03,purchase,wgc_fsapi:cbd_v11:quarterly_change
2023-06-30,Ghana,GHA,Sub-Saharan Africa,lower_middle_income,1.27,purchase,wgc_fsapi:cbd_v11:quarterly_change
2023-09-30,Ghana,GHA,Sub-Saharan Africa,lower_middle_income,6.12,purchase,wgc_fsapi:cbd_v11:quarterly_change
2023-12-31,Ghana,GHA,Sub-Saharan Africa,lower_middle_income,3.37,purchase,wgc_fsapi:cbd_v11:quarterly_change
2024-03-31,Ghana,GHA,Sub-Saharan Africa,lower_middle_income,1.15,purchase,wgc_fsapi:cbd_v11:quarterly_change
2024-06-30,Ghana,GHA,Sub-Saharan Africa,lower_middle_income,2.73,purchase,wgc_fsapi:cbd_v11:quarterly_change
2024-09-30,Ghana,GHA,Sub-Saharan Africa,lower_middle_income,3.83,purchase,wgc_fsapi:cbd_v11:quarterly_change
2024-12-31,Ghana,GHA,Sub-Saharan Africa,lower_middle_income,3.32,purchase,wgc_fsapi:cbd_v11:quarterly_change
2025-03-31,Ghana,GHA,Sub-Saharan Africa,lower_middle_income,0.48,purchase,wgc_fsapi:cbd_v11:quarterly_change
2025-06-30,Ghana,GHA,Sub-Saharan Africa,lower_middle_income,1.98,purchase,wgc_fsapi:cbd_v11:quarterly_change
2025-09-30,Ghana,GHA,Sub-Saharan Africa,lower_middle_income,4.07,purchase,wgc_fsapi:cbd_v11:quarterly_change
2025-12-31,Ghana,GHA,Sub-Saharan Africa,lower_middle_income,-18.46,sale,wgc_fsapi:cbd_v11:quarterly_change
2001-03-31,Greece,GRC,Western Europe,high_income,-9.52,sale,wgc_fsapi:cbd_v11:quarterly_change
2001-12-31,Greece,GRC,Western Europe,high_income,-0.43,sale,wgc_fsapi:cbd_v11:quarterly_change
2002-03-31,Greece,GRC,Western Europe,high_income,0.03,purchase,wgc_fsapi:cbd_v11:quarterly_change
2002-06-30,Greece,GRC,Western Europe,high_income,-0.03,sale,wgc_fsapi:cbd_v11:quarterly_change
2002-09-30,Greece,GRC,Western Europe,high_income,0.06,purchase,wgc_fsapi:cbd_v11:quarterly_change
2002-12-31,Greece,GRC,Western Europe,high_income,-0.28,sale,wgc_fsapi:cbd_v11:quarterly_change
2003-03-31,Greece,GRC,Western Europe,high_income,-0.15,sale,wgc_fsapi:cbd_v11:quarterly_change
2003-09-30,Greece,GRC,Western Europe,high_income,-15.03,sale,wgc_fsapi:cbd_v11:quarterly_change
2003-12-31,Greece,GRC,Western Europe,high_income,0.13,purchase,wgc_fsapi:cbd_v11:quarterly_change
2004-03-31,Greece,GRC,Western Europe,high_income,0.03,purchase,wgc_fsapi:cbd_v11:quarterly_change
