date,country,iso3,region_group,economic_group,value,direction,source
2001-06-30,Albania,ALB,Central and Eastern Europe,upper_middle_income,0.01,purchase,wgc_fsapi:cbd_v11:quarterly_change
2001-12-31,Albania,ALB,Central and Eastern Europe,upper_middle_income,-0.03,sale,wgc_fsapi:cbd_v11:quarterly_change
2002-12-31,Albania,ALB,Central and Eastern Europe,upper_middle_income,-0.94,sale,wgc_fsapi:cbd_v11:quarterly_change
2003-03-31,Albania,ALB,Central and Eastern Europe,upper_middle_income,-0.36,sale,wgc_fsapi:cbd_v11:quarterly_change
2008-12-31,Albania,ALB,Central and Eastern Europe,upper_middle_income,-0.58,sale,wgc_fsapi:cbd_v11:quarterly_change
2015-03-31,Albania,ALB,Central and Eastern Europe,upper_middle_income,0.02,purchase,wgc_fsapi:cbd_v11:quarterly_change
2015-06-30,Albania,ALB,Central and Eastern Europe,upper_middle_income,-0.02,sale,wgc_fsapi:cbd_v11:quarterly_change
2017-12-31,Albania,ALB,Central and Eastern Europe,upper_middle_income,-0.01,sale,wgc_fsapi:cbd_v11:quarterly_change
2019-06-30,Albania,ALB,Central and Eastern Europe,upper_middle_income,0.51,purchase,wgc_fsapi:cbd_v11:quarterly_change
2019-09-30,Albania,ALB,Central and Eastern Europe,upper_middle_income,0.11,purchase,wgc_fsapi:cbd_v11:quarterly_change
2019-12-31,Albania,ALB,Central and Eastern Europe,upper_middle_income,0.62,purchase,wgc_fsapi:cbd_v11:quarterly_change
2022-06-30,Albania,ALB,Central and Eastern Europe,upper_middle_income,0.31,purchase,wgc_fsapi:cbd_v11:quarterly_change
2023-03-31,Albania,ALB,Central and Eastern Europe,upper_middle_income,0.31,purchase,wgc_fsapi:cbd_v11:quarterly_change
2003-06-30,United Arab Emirates,ARE,Middle East & North Africa,high_income,-6.19,sale,wgc_fsapi:cbd_v11:quarterly_change
2003-12-31,United Arab Emirates,ARE,Middle East & North Africa,high_income,-6.16,sale,wgc_fsapi:cbd_v11:quarterly_change
2015-06-30,United Arab Emirates,ARE,Middle East & North Africa,high_income,2.51,purchase,wgc_fsapi:cbd_v11:quarterly_change
2015-09-30,United Arab Emirates,ARE,Middle East & North Africa,high_income,2.54,purchase,wgc_fsapi:cbd_v11:quarterly_change
2015-12-31,United Arab Emirates,ARE,Middle East & North Africa,high_income,2.45,purchase,wgc_fsapi:cbd_v11:quarterly_change
2016-03-31,United Arab Emirates,ARE,Middle East & North Africa,high_income,-0.07,sale,wgc_fsapi:cbd_v11:quarterly_change
2016-06-30,United Arab Emirates,ARE,Middle East & North Africa,high_income,0.03,purchase,wgc_fsapi:cbd_v11:quarterly_change
2016-09-30,United Arab Emirates,ARE,Middle East & North Africa,high_income,0.04,purchase,wgc_fsapi:cbd_v11:quarterly_change
2016-12-31,United Arab Emirates,ARE,Middle East & North Africa,high_income,-0.08,sale,wgc_fsapi:cbd_v11:quarterly_change
2017-03-31,United Arab Emirates,ARE,Middle East & North Africa,high_income,0.06,purchase,wgc_fsapi:cbd_v11:quarterly_change
2017-06-30,United Arab Emirates,ARE,Middle East & North Africa,high_income,0.03,purchase,wgc_fsapi:cbd_v11:quarterly_change
2017-09-30,United Arab Emirates,ARE,Middle East & North Africa,high_income,-0.02,sale,wgc_fsapi:cbd_v11:quarterly_change
2017-12-31,United Arab Emirates,ARE,Middle East & North Africa,high_income,0.13,purchase,wgc_fsapi:cbd_v11:quarterly_change
2018-03-31,United Arab Emirates,ARE,Middle East & North Africa,high_income,-0.12,sale,wgc_fsapi:cbd_v11:quarterly_change
2018-09-30,United Arab Emirates,ARE,Middle East & North Africa,high_income,0.01,purchase,wgc_fsapi:cbd_v11:quarterly_change
2018-12-31,United Arab Emirates,ARE,Middle East & North Africa,high_income,-0.01,sale,wgc_fsapi:cbd_v11:quarterly_change
2019-03-31,United Arab Emirates,ARE,Middle East & North Africa,high_income,-0.03,sale,wgc_fsapi:cbd_v11:quarterly_change
2019-06-30,United Arab Emirates,ARE,Middle East & North Africa,high_income,0.02,purchase,wgc_fsapi:cbd_v11:quarterly_change
2019-09-30,United Arab Emirates,ARE,Middle East & North Africa,high_income,7.96,purchase,wgc_fsapi:cbd_v11:quarterly_change
2019-12-31,United Arab Emirates,ARE,Middle East & North Africa,high_income,7.04,purchase,wgc_fsapi:cbd_v11:quarterly_change
2020-03-31,United Arab Emirates,ARE,Middle East & North Africa,high_income,8.84,purchase,wgc_fsapi:cbd_v11:quarterly_change
2020-06-30,United Arab Emirates,ARE,Middle East & North Africa,high_income,0.19,purchase,wgc_fsapi:cbd_v11:quarterly_change
2020-09-30,United Arab Emirates,ARE,Middle East & North Africa,high_income,8.7,purchase,wgc_fsapi:cbd_v11:quarterly_change
2020-12-31,United Arab Emirates,ARE,Middle East & North Africa,high_income,17.38,purchase,wgc_fsapi:cbd_v11:quarterly_change
2021-03-31,United Arab Emirates,ARE,Middle East & North Africa,high_income,-3.42,sale,wgc_fsapi:cbd_v11:quarterly_change
2021-06-30,United Arab Emirates,ARE,Middle East & North Africa,high_income,1.08,purchase,wgc_fsapi:cbd_v11:quarterly_change
2021-09-30,United Arab Emirates,ARE,Middle East & North Africa,high_income,-0.41,sale,wgc_fsapi:cbd_v11:quarterly_change
2021-12-31,United Arab Emirates,ARE,Middle East & North Africa,high_income,0.58,purchase,wgc_fsapi:cbd_v11:quarterly_change
2022-03-31,United Arab Emirates,ARE,Middle East & North Africa,high_income,0.61,purchase,wgc_fsapi:cbd_v11:quarterly_change
2022-06-30,United Arab Emirates,ARE,Middle East & North Africa,high_income,-0.79,sale,wgc_fsapi:cbd_v11:quarterly_change
2022-09-30,United Arab Emirates,ARE,Middle East & North Africa,high_income,9.34,purchase,wgc_fsapi:cbd_v11:quarterly_change
2022-12-31,United Arab Emirates,ARE,Middle East & North Africa,high_income,10.39,purchase,wgc_fsapi:cbd_v11:quarterly_change
2023-03-31,United Arab Emirates,ARE,Middle East & North Africa,high_income,-0.49,sale,wgc_fsapi:cbd_v11:quarterly_change
2023-06-30,United Arab Emirates,ARE,Middle East & North Africa,high_income,-0.23,sale,wgc_fsapi:cbd_v11:quarterly_change
2023-09-30,United Arab Emirates,ARE,Middle East & North Africa,high_income,-0.63,sale,wgc_fsapi:cbd_v11:quarterly_change
2023-12-31,United Arab Emirates,ARE,Middle East & North Africa,high_income,0.87,purchase,wgc_fsapi:cbd_v11:quarterly_change
2024-03-31,United Arab Emirates,ARE,Middle East & North Africa,high_income,0.52,purchase,wgc_fsapi:cbd_v11:quarterly_change
2024-06-30,United Arab Emirates,ARE,Middle East & North Africa,high_income,-0.65,sale,wgc_fsapi:cbd_v11:quarterly_change
2024-09-30,United Arab Emirates,ARE,Middle East & North Africa,high_income,0.29,purchase,wgc_fsapi:cbd_v11:quarterly_change
2024-12-31,United Arab Emirates,ARE,Middle East & North Africa,high_income,-0.26,sale,wgc_fsapi:cbd_v11:quarterly_change
2025-03-31,United Arab Emirates,ARE,Middle East & North Africa,high_income,0.16,purchase,wgc_fsapi:cbd_v11:quarterly_change
2025-06-30,United Arab Emirates,ARE,Middle East & North Africa,high_income,-0.15,sale,wgc_fsapi:cbd_v11:quarterly_change
2025-09-30,United Arab Emirates,ARE,Middle East & North Africa,high_income,-0.15,sale,wgc_fsapi:cbd_v11:quarterly_change
2001-06-30,Argentina,ARG,Latin America & Caribbean,upper_middle_income,-0.28,sale,wgc_fsapi:cbd_v11:quarterly_change
2001-12-31,Argentina,ARG,Latin America & Caribbean,upper_middle_income,-0.03,sale,wgc_fsapi:cbd_v11:quarterly_change
2002-06-30,Argentina,ARG,Latin America & Caribbean,upper_middle_income,0.01,purchase,wgc_fsapi:cbd_v11:quarterly_change
2002-12-31,Argentina,ARG,Latin America & Caribbean,upper_middle_income,-0.01,sale,wgc_fsapi:cbd_v11:quarterly_change
2003-03-31,Argentina,ARG,Latin America & Caribbean,upper_middle_income,0.01,purchase,wgc_fsapi:cbd_v11:quarterly_change
2004-03-31,Argentina,ARG,Latin America & Caribbean,upper_middle_income,28.32,purchase,wgc_fsapi:cbd_v11:quarterly_change
2004-06-30,Argentina,ARG,Latin America & Caribbean,upper_middle_income,14.01,purchase,wgc_fsapi:cbd_v11:quarterly_change
2004-09-30,Argentina,ARG,Latin America & Caribbean,upper_middle_income,12.43,purchase,wgc_fsapi:cbd_v11:quarterly_change
2005-03-31,Argentina,ARG,Latin America & Caribbean,upper_middle_income,-0.28,sale,wgc_fsapi:cbd_v11:quarterly_change
2005-12-31,Argentina,ARG,Latin America & Caribbean,upper_middle_income,-0.03,sale,wgc_fsapi:cbd_v11:quarterly_change
2011-09-30,Argentina,ARG,Latin America & Caribbean,upper_middle_income,7.0,purchase,wgc_fsapi:cbd_v11:quarterly_change
2016-12-31,Argentina,ARG,Latin America & Caribbean,upper_middle_income,-4.98,sale,wgc_fsapi:cbd_v11:quarterly_change
2017-03-31,Argentina,ARG,Latin America & Caribbean,upper_middle_income,-1.86,sale,wgc_fsapi:cbd_v11:quarterly_change
2017-06-30,Argentina,ARG,Latin America & Caribbean,upper_middle_income,4.88,purchase,wgc_fsapi:cbd_v11:quarterly_change
2017-09-30,Argentina,ARG,Latin America & Caribbean,upper_middle_income,1.96,purchase,wgc_fsapi:cbd_v11:quarterly_change
2017-12-31,Argentina,ARG,Latin America & Caribbean,upper_middle_income,-6.96,sale,wgc_fsapi:cbd_v11:quarterly_change
2018-03-31,Argentina,ARG,Latin America & Caribbean,upper_middle_income,0.12,purchase,wgc_fsapi:cbd_v11:quarterly_change
2018-06-30,Argentina,ARG,Latin America & Caribbean,upper_middle_income,6.84,purchase,wgc_fsapi:cbd_v11:quarterly_change
2018-09-30,Argentina,ARG,Latin America & Caribbean,upper_middle_income,-1.8,sale,wgc_fsapi:cbd_v11:quarterly_change
2018-12-31,Argentina,ARG,Latin America & Caribbean,upper_middle_income,-5.15,sale,wgc_fsapi:cbd_v11:quarterly_change
2019-03-31,Argentina,ARG,Latin America & Caribbean,upper_middle_income,0.11,purchase,wgc_fsapi:cbd_v11:quarterly_change
2019-09-30,Argentina,ARG,Latin America & Caribbean,upper_middle_income,6.84,purchase,wgc_fsapi:cbd_v11:quarterly_change
2019-12-31,Argentina,ARG,Latin America & Caribbean,upper_middle_income,-6.84,sale,wgc_fsapi:cbd_v11:quarterly_change
2020-03-31,Argentina,ARG,Latin America & Caribbean,upper_middle_income,1.86,purchase,wgc_fsapi:cbd_v11:quarterly_change
2020-06-30,Argentina,ARG,Latin America & Caribbean,upper_middle_income,4.98,purchase,wgc_fsapi:cbd_v11:quarterly_change
2021-12-31,Argentina,ARG,Latin America & Caribbean,upper_middle_income,-6.97,sale,wgc_fsapi:cbd_v11:quarterly_change
2022-03-31,Argentina,ARG,Latin America & Caribbean,upper_middle_income,6.97,purchase,wgc_fsapi:cbd_v11:quarterly_change
2001-09-30,Armenia,ARM,Central and Eastern Europe,upper_middle_income,0.01,purchase,wgc_fsapi:cbd_v11:quarterly_change
2003-12-31,Armenia,ARM,Central and Eastern Europe,upper_middle_income,-1.4,sale,wgc_fsapi:cbd_v11:quarterly_change
2004-06-30,Australia,AUS,Australasia / Oceania,high_income,0.03,purchase,wgc_fsapi:cbd_v11:quarterly_change
2005-12-31,Australia,AUS,Australasia / Oceania,high_income,0.03,purchase,wgc_fsapi:cbd_v11:quarterly_change
2007-06-30,Australia,AUS,Australasia / Oceania,high_income,0.03,purchase,wgc_fsapi:cbd_v11:quarterly_change
2008-03-31,Australia,AUS,Australasia / Oceania,high_income,0.03,purchase,wgc_fsapi:cbd_v11:quarterly_change
2009-03-31,Australia,AUS,Australasia / Oceania,high_income,0.01,purchase,wgc_fsapi:cbd_v11:quarterly_change
2024-03-31,Australia,AUS,Australasia / Oceania,high_income,0.02,purchase,wgc_fsapi:cbd_v11:quarterly_change
2001-03-31,Austria,AUT,Western Europe,high_income,-30.01,sale,wgc_fsapi:cbd_v11:quarterly_change
2002-06-30,Austria,AUT,Western Europe,high_income,-29.99,sale,wgc_fsapi:cbd_v11:quarterly_change
2004-12-31,Austria,AUT,Western Europe,high_income,-10.01,sale,wgc_fsapi:cbd_v11:quarterly_change
2005-09-30,Austria,AUT,Western Europe,high_income,-5.01,sale,wgc_fsapi:cbd_v11:quarterly_change
2006-03-31,Austria,AUT,Western Europe,high_income,-5.48,sale,wgc_fsapi:cbd_v11:quarterly_change
2006-06-30,Austria,AUT,Western Europe,high_income,-4.23,sale,wgc_fsapi:cbd_v11:quarterly_change
2006-09-30,Austria,AUT,Western Europe,high_income,-4.04,sale,wgc_fsapi:cbd_v11:quarterly_change
2007-06-30,Austria,AUT,Western Europe,high_income,-3.98,sale,wgc_fsapi:cbd_v11:quarterly_change
2007-09-30,Austria,AUT,Western Europe,high_income,-4.76,sale,wgc_fsapi:cbd_v11:quarterly_change
2013-03-31,Azerbaijan,AZE,Central and Eastern Europe,upper_middle_income,3.01,purchase,wgc_fsapi:cbd_v11:quarterly_change
2013-06-30,Azerbaijan,AZE,Central and Eastern Europe,upper_middle_income,5.0,purchase,wgc_fsapi:cbd_v11:quarterly_change
2013-09-30,Azerbaijan,AZE,Central and Eastern Europe,upper_middle_income,6.01,purchase,wgc_fsapi:cbd_v11:quarterly_change
2013-12-31,Azerbaijan,AZE,Central and Eastern Europe,upper_middle_income,6.0,purchase,wgc_fsapi:cbd_v11:quarterly_change
2014-09-30,Azerbaijan,AZE,Central and Eastern Europe,upper_middle_income,6.99,purchase,wgc_fsapi:cbd_v11:quarterly_change
2014-12-31,Azerbaijan,AZE,Central and Eastern Europe,upper_middle_income,3.16,purchase,wgc_fsapi:cbd_v11:quarterly_change
2016-09-30,Azerbaijan,AZE,Central and Eastern Europe,upper_middle_income,-1.02,sale,wgc_fsapi:cbd_v11:quarterly_change
2016-12-31,Azerbaijan,AZE,Central and Eastern Europe,upper_middle_income,-9.13,sale,wgc_fsapi:cbd_v11:quarterly_change
2017-03-31,Azerbaijan,AZE,Central and Eastern Europe,upper_middle_income,-20.02,sale,wgc_fsapi:cbd_v11:quarterly_change
2001-09-30,Burundi,BDI,Sub-Saharan Africa,low_income,-0.51,sale,wgc_fsapi:cbd_v11:quarterly_change
2001-03-31,Belgium,BEL,Western Europe,high_income,-0.03,sale,wgc_fsapi:cbd_v11:quarterly_change
2002-03-31,Belgium,BEL,Western Europe,high_income,-0.03,sale,wgc_fsapi:cbd_v11:quarterly_change
2002-06-30,Belgium,BEL,Western Europe,high_income,-0.03,sale,wgc_fsapi:cbd_v11:quarterly_change
2002-12-31,Belgium,BEL,Western Europe,high_income,-0.03,sale,wgc_fsapi:cbd_v11:quarterly_change
2003-06-30,Belgium,BEL,Western Europe,high_income,-0.09,sale,wgc_fsapi:cbd_v11:quarterly_change
2004-03-31,Belgium,BEL,Western Europe,high_income,-0.07,sale,wgc_fsapi:cbd_v11:quarterly_change
2004-06-30,Belgium,BEL,Western Europe,high_income,-0.06,sale,wgc_fsapi:cbd_v11:quarterly_change
2005-06-30,Belgium,BEL,Western Europe,high_income,-0.06,sale,wgc_fsapi:cbd_v11:quarterly_change
2005-09-30,Belgium,BEL,Western Europe,high_income,-30.01,sale,wgc_fsapi:cbd_v11:quarterly_change
2007-03-31,Belgium,BEL,Western Europe,high_income,-0.04,sale,wgc_fsapi:cbd_v11:quarterly_change
2007-12-31,Belgium,BEL,Western Europe,high_income,-0.03,sale,wgc_fsapi:cbd_v11:quarterly_change
2008-03-31,Belgium,BEL,Western Europe,high_income,-0.03,sale,wgc_fsapi:cbd_v11:quarterly_change
2008-06-30,Belgium,BEL,Western Europe,high_income,-0.03,sale,wgc_fsapi:cbd_v11:quarterly_change
2008-09-30,Belgium,BEL,Western Europe,high_income,-0.03,sale,wgc_fsapi:cbd_v11:quarterly_change
2010-09-30,Belgium,BEL,Western Europe,high_income,-0.03,sale,wgc_fsapi:cbd_v11:quarterly_change
2011-09-30,Belgium,BEL,Western Europe,high_income,-0.03,sale,wgc_fsapi:cbd_v11:quarterly_change
2013-03-31,Belgium,BEL,Western Europe,high_income,-0.03,sale,wgc_fsapi:cbd_v11:quarterly_change
2015-09-30,Belgium,BEL,Western Europe,high_income,-0.03,sale,wgc_fsapi:cbd_v11:quarterly_change
2001-06-30,Bangladesh,BGD,South Asia,lower_middle_income,0.06,purchase,wgc_fsapi:cbd_v11:quarterly_change
2002-06-30,Bangladesh,BGD,South Asia,lower_middle_income,0.03,purchase,wgc_fsapi:cbd_v11:quarterly_change
2002-09-30,Bangladesh,BGD,South Asia,lower_middle_income,0.03,purchase,wgc_fsapi:cbd_v11:quarterly_change
2003-06-30,Bangladesh,BGD,South Asia,lower_middle_income,-0.02,sale,wgc_fsapi:cbd_v11:quarterly_change
2004-03-31,Bangladesh,BGD,South Asia,lower_middle_income,0.02,purchase,wgc_fsapi:cbd_v11:quarterly_change
2007-12-31,Bangladesh,BGD,South Asia,lower_middle_income,0.01,purchase,wgc_fsapi:cbd_v11:quarterly_change
2010-09-30,Bangladesh,BGD,South Asia,lower_middle_income,10.0,purchase,wgc_fsapi:cbd_v11:quarterly_change
2014-06-30,Bangladesh,BGD,South Asia,lower_middle_income,0.03,purchase,wgc_fsapi:cbd_v11:quarterly_change
2014-09-30,Bangladesh,BGD,South Asia,lower_middle_income,0.24,purchase,wgc_fsapi:cbd_v11:quarterly_change
2017-03-31,Bangladesh,BGD,South Asia,lower_middle_income,0.19,purchase,wgc_fsapi:cbd_v11:quarterly_change
2022-06-30,Bangladesh,BGD,South Asia,lower_middle_income,0.06,purchase,wgc_fsapi:cbd_v11:quarterly_change
2023-12-31,Bangladesh,BGD,South Asia,lower_middle_income,0.02,purchase,wgc_fsapi:cbd_v11:quarterly_change
2024-03-31,Bangladesh,BGD,South Asia,lower_middle_income,0.21,purchase,wgc_fsapi:cbd_v11:quarterly_change
2024-12-31,Bangladesh,BGD,South Asia,lower_middle_income,0.02,purchase,wgc_fsapi:cbd_v11:quarterly_change
2001-03-31,Bulgaria,BGR,Central and Eastern Europe,high_income,0.02,purchase,wgc_fsapi:cbd_v11:quarterly_change
2001-06-30,Bulgaria,BGR,Central and Eastern Europe,high_income,0.03,purchase,wgc_fsapi:cbd_v11:quarterly_change
2001-09-30,Bulgaria,BGR,Central and Eastern Europe,high_income,0.01,purchase,wgc_fsapi:cbd_v11:quarterly_change
2001-12-31,Bulgaria,BGR,Central and Eastern Europe,high_income,-0.01,sale,wgc_fsapi:cbd_v11:quarterly_change
2002-03-31,Bulgaria,BGR,Central and Eastern Europe,high_income,-0.06,sale,wgc_fsapi:cbd_v11:quarterly_change
2002-06-30,Bulgaria,BGR,Central and Eastern Europe,high_income,-0.04,sale,wgc_fsapi:cbd_v11:quarterly_change
2003-12-31,Bulgaria,BGR,Central and Eastern Europe,high_income,-0.01,sale,wgc_fsapi:cbd_v11:quarterly_change
2004-03-31,Bulgaria,BGR,Central and Eastern Europe,high_income,-0.01,sale,wgc_fsapi:cbd_v11:quarterly_change
2004-06-30,Bulgaria,BGR,Central and Eastern Europe,high_income,-0.01,sale,wgc_fsapi:cbd_v11:quarterly_change
2004-12-31,Bulgaria,BGR,Central and Eastern Europe,high_income,-0.01,sale,wgc_fsapi:cbd_v11:quarterly_change
2005-06-30,Bulgaria,BGR,Central and Eastern Europe,high_income,-0.01,sale,wgc_fsapi:cbd_v11:quarterly_change
2005-12-31,Bulgaria,BGR,Central and Eastern Europe,high_income,-0.01,sale,wgc_fsapi:cbd_v11:quarterly_change
2006-03-31,Bulgaria,BGR,Central and Eastern Europe,high_income,-0.02,sale,wgc_fsapi:cbd_v11:quarterly_change
2006-06-30,Bulgaria,BGR,Central and Eastern Europe,high_income,-0.01,sale,wgc_fsapi:cbd_v11:quarterly_change
2007-12-31,Bulgaria,BGR,Central and Eastern Europe,high_income,0.01,purchase,wgc_fsapi:cbd_v11:quarterly_change
2008-03-31,Bulgaria,BGR,Central and Eastern Europe,high_income,0.03,purchase,wgc_fsapi:cbd_v11:quarterly_change
2008-06-30,Bulgaria,BGR,Central and Eastern Europe,high_income,-0.26,sale,wgc_fsapi:cbd_v11:quarterly_change
2008-09-30,Bulgaria,BGR,Central and Eastern Europe,high_income,0.27,purchase,wgc_fsapi:cbd_v11:quarterly_change
2008-12-31,Bulgaria,BGR,Central and Eastern Europe,high_income,0.04,purchase,wgc_fsapi:cbd_v11:quarterly_change
2009-03-31,Bulgaria,BGR,Central and Eastern Europe,high_income,0.01,purchase,wgc_fsapi:cbd_v11:quarterly_change
2009-09-30,Bulgaria,BGR,Central and Eastern Europe,high_income,0.01,purchase,wgc_fsapi:cbd_v11:quarterly_change
2011-12-31,Bulgaria,BGR,Central and Eastern Europe,high_income,0.01,purchase,wgc_fsapi:cbd_v11:quarterly_change
2012-03-31,Bulgaria,BGR,Central and Eastern Europe,high_income,0.01,purchase,wgc_fsapi:cbd_v11:quarterly_change
2012-09-30,Bulgaria,BGR,Central and Eastern Europe,high_income,0.01,purchase,wgc_fsapi:cbd_v11:quarterly_change
2012-12-31,Bulgaria,BGR,Central and Eastern Europe,high_income,0.01,purchase,wgc_fsapi:cbd_v11:quarterly_change
2013-03-31,Bulgaria,BGR,Central and Eastern Europe,high_income,0.01,purchase,wgc_fsapi:cbd_v11:quarterly_change
2013-06-30,Bulgaria,BGR,Central and Eastern Europe,high_income,0.02,purchase,wgc_fsapi:cbd_v11:quarterly_change
2013-09-30,Bulgaria,BGR,Central and Eastern Europe,high_income,0.01,purchase,wgc_fsapi:cbd_v11:quarterly_change
2013-12-31,Bulgaria,BGR,Central and Eastern Europe,high_income,0.02,purchase,wgc_fsapi:cbd_v11:quarterly_change
2014-03-31,Bulgaria,BGR,Central and Eastern Europe,high_income,0.01,purchase,wgc_fsapi:cbd_v11:quarterly_change
2014-06-30,Bulgaria,BGR,Central and Eastern Europe,high_income,0.03,purchase,wgc_fsapi:cbd_v11:quarterly_change
2014-09-30,Bulgaria,BGR,Central and Eastern Europe,high_income,0.01,purchase,wgc_fsapi:cbd_v11:quarterly_change
2014-12-31,Bulgaria,BGR,Central and Eastern Europe,high_income,0.03,purchase,wgc_fsapi:cbd_v11:quarterly_change
2015-03-31,Bulgaria,BGR,Central and Eastern Europe,high_income,0.03,purchase,wgc_fsapi:cbd_v11:quarterly_change
2015-06-30,Bulgaria,BGR,Central and Eastern Europe,high_income,0.01,purchase,wgc_fsapi:cbd_v11:quarterly_change
2015-09-30,Bulgaria,BGR,Central and Eastern Europe,high_income,0.03,purchase,wgc_fsapi:cbd_v11:quarterly_change
2015-12-31,Bulgaria,BGR,Central and Eastern Europe,high_income,0.05,purchase,wgc_fsapi:cbd_v11:quarterly_change
2016-03-31,Bulgaria,BGR,Central and Eastern Europe,high_income,0.05,purchase,wgc_fsapi:cbd_v11:quarterly_change
2016-06-30,Bulgaria,BGR,Central and Eastern Europe,high_income,0.04,purchase,wgc_fsapi:cbd_v11:quarterly_change
2016-09-30,Bulgaria,BGR,Central and Eastern Europe,high_income,0.01,purchase,wgc_fsapi:cbd_v11:quarterly_change
2016-12-31,Bulgaria,BGR,Central and Eastern Europe,high_income,0.01,purchase,wgc_fsapi:cbd_v11:quarterly_change
2017-03-31,Bulgaria,BGR,Central and Eastern Europe,high_income,0.03,purchase,wgc_fsapi:cbd_v11:quarterly_change
2017-06-30,Bulgaria,BGR,Central and Eastern Europe,high_income,0.02,purchase,wgc_fsapi:cbd_v11:quarterly_change
2017-09-30,Bulgaria,BGR,Central and Eastern Europe,high_income,0.02,purchase,wgc_fsapi:cbd_v11:quarterly_change
2017-12-31,Bulgaria,BGR,Central and Eastern Europe,high_income,0.01,purchase,wgc_fsapi:cbd_v11:quarterly_change
2018-03-31,Bulgaria,BGR,Central and Eastern Europe,high_income,0.01,purchase,wgc_fsapi:cbd_v11:quarterly_change
2018-06-30,Bulgaria,BGR,Central and Eastern Europe,high_income,0.02,purchase,wgc_fsapi:cbd_v11:quarterly_change
2018-09-30,Bulgaria,BGR,Central and Eastern Europe,high_income,0.01,purchase,wgc_fsapi:cbd_v11:quarterly_change
2018-12-31,Bulgaria,BGR,Central and Eastern Europe,high_income,0.01,purchase,wgc_fsapi:cbd_v11:quarterly_change
2019-03-31,Bulgaria,BGR,Central and Eastern Europe,high_income,0.02,purchase,wgc_fsapi:cbd_v11:quarterly_change
2019-09-30,Bulgaria,BGR,Central and Eastern Europe,high_income,0.02,purchase,wgc_fsapi:cbd_v11:quarterly_change
2019-12-31,Bulgaria,BGR,Central and Eastern Europe,high_income,0.01,purchase,wgc_fsapi:cbd_v11:quarterly_change
2020-03-31,Bulgaria,BGR,Central and Eastern Europe,high_income,0.35,purchase,wgc_fsapi:cbd_v11:quarterly_change
2022-09-30,Bulgaria,BGR,Central and Eastern Europe,high_income,0.01,purchase,wgc_fsapi:cbd_v11:quarterly_change
2023-03-31,Bulgaria,BGR,Central and Eastern Europe,high_income,0.01,purchase,wgc_fsapi:cbd_v11:quarterly_change
2023-09-30,Bulgaria,BGR,Central and Eastern Europe,high_income,0.01,purchase,wgc_fsapi:cbd_v11:quarterly_change
2024-03-31,Bulgaria,BGR,Central and Eastern Europe,high_income,0.01,purchase,wgc_fsapi:cbd_v11:quarterly_change
2025-09-30,Bulgaria,BGR,Central and Eastern Europe,high_income,2.06,purchase,wgc_fsapi:cbd_v11:quarterly_change
2009-03-31,Bosnia and Herzegovina,BIH,Central and Eastern Europe,upper_middle_income,1.32,purchase,wgc_fsapi:cbd_v11:quarterly_change
2010-09-30,Bosnia and Herzegovina,BIH,Central and Eastern Europe,upper_middle_income,-0.32,sale,wgc_fsapi:cbd_v11:quarterly_change
2011-06-30,Bosnia and Herzegovina,BIH,Central and Eastern Europe,upper_middle_income,0.99,purchase,wgc_fsapi:cbd_v11:quarterly_change
2013-03-31,Bosnia and Herzegovina,BIH,Central and Eastern Europe,upper_middle_income,1.0,purchase,wgc_fsapi:cbd_v11:quarterly_change
2022-03-31,Bosnia and Herzegovina,BIH,Central and Eastern Europe,upper_middle_income,-0.25,sale,wgc_fsapi:cbd_v11:quarterly_change
2022-12-31,Bosnia and Herzegovina,BIH,Central and Eastern Europe,upper_middle_income,-1.25,sale,wgc_fsapi:cbd_v11:quarterly_change
2024-12-31,Bosnia and Herzegovina,BIH,Central and Eastern Europe,upper_middle_income,1.99,purchase,wgc_fsapi:cbd_v11:quarterly_change
2002-09-30,Belarus,BLR,Central and Eastern Europe,upper_middle_income,-3.11,sale,wgc_fsapi:cbd_v11:quarterly_change
2003-03-31,Belarus,BLR,Central and Eastern Europe,upper_middle_income,3.11,purchase,wgc_fsapi:cbd_v11:quarterly_change
2003-06-30,Belarus,BLR,Central and Eastern Europe,upper_middle_income,-3.11,sale,wgc_fsapi:cbd_v11:quarterly_change
2003-09-30,Belarus,BLR,Central and Eastern Europe,upper_middle_income,-3.11,sale,wgc_fsapi:cbd_v11:quarterly_change
2004-09-30,Belarus,BLR,Central and Eastern Europe,upper_middle_income,3.11,purchase,wgc_fsapi:cbd_v11:quarterly_change
2005-06-30,Belarus,BLR,Central and Eastern Europe,upper_middle_income,-3.11,sale,wgc_fsapi:cbd_v11:quarterly_change
2005-09-30,Belarus,BLR,Central and Eastern Europe,upper_middle_income,6.22,purchase,wgc_fsapi:cbd_v11:quarterly_change
2005-12-31,Belarus,BLR,Central and Eastern Europe,upper_middle_income,3.11,purchase,wgc_fsapi:cbd_v11:quarterly_change
2006-06-30,Belarus,BLR,Central and Eastern Europe,upper_middle_income,-3.11,sale,wgc_fsapi:cbd_v11:quarterly_change
2006-12-31,Belarus,BLR,Central and Eastern Europe,upper_middle_income,6.22,purchase,wgc_fsapi:cbd_v11:quarterly_change
2007-03-31,Belarus,BLR,Central and Eastern Europe,upper_middle_income,-2.31,sale,wgc_fsapi:cbd_v11:quarterly_change
